id,gflux,rflux
1237668333111411197,10.7137,44.24356
1237668333111345471,10.88216,32.687
1237668270841987948,3.34681,20.87645
1237668350295212497,5.792602,27.20156
1237668271378728121,4.45096,24.5316
1237668333111215317,4.397487,15.57233
1237668333111214931,4.859264,19.81819
1237668270841856616,7.779693,34.34427
1237668333111148648,5.353312,18.15194
1237668332574278142,6.722657,33.40284
1237668270841856925,2.995361,14.29982
1237668271378662308,1.934616,12.94163
1237668332037407189,16.67111,66.75674
1237668333111018267,5.202453,21.76024
1237668333111018196,3.054419,18.99061
1237668270841659806,24.8439,81.62999
1237668270841594730,1.757196,18.89907
1237668332037145679,3.92608,17.67622
1237668332037210970,4.245231,20.43789
1237668332037210534,3.722292,22.80056
1237668332573950664,2.069522,12.99218
1237668333110887221,2.533096,12.93956
1237668333110821944,4.811682,22.7924
1237668349757948266,3.685953,15.3981
1237668349757948445,5.214105,24.93185
1237662638523286112,3.599004,18.20827
1237668332573950159,12.49003,51.54216
1237668310556279430,2.246538,14.80439
1237668271378334191,17.38459,65.02526
1237668271915139620,4.609675,21.97046
1237668271915205398,3.222569,17.55247
1237668271915140115,3.821979,18.2006
1237668310556279075,123.416,280.3417
1237668310556541742,2.798481,16.0688
1237668271915467099,3.079955,18.0645
1237668311093542967,5.833901,16.30396
1237668310556672827,3.50669,17.26182
1237668310021177668,114.729,229.8057
1237668333112460812,2.350205,13.7571
1237668271380038888,3.001965,16.60313
1237668271380038769,3.394561,18.88214
1237668310557982907,1.888514,14.98033
1237668310021112937,2.292061,12.98229
1237668310021112913,4.562531,18.1846
1237668271379907378,9.7593,41.56401
1237668332575523412,10.88905,45.55342
1237668333112394604,2.505534,13.97166
1237668271379908118,4.85296,14.61203
1237668349759455651,3.490757,17.575
1237668270842970156,14.83123,55.57648
1237668333112263038,27.04376,91.3837
1237668349759390245,6.609911,30.06814
1237668349759325427,2.221343,14.98644
1237668310020850397,5.256015,17.80869
1237662638524662872,2.54311,15.71382
1237668332038456088,2.652598,17.97862
1237662638524662195,16.67324,65.53969
1237668349759324967,5.418625,22.63579
1237668349222388411,8.969853,34.36656
1237668332575195608,15.65418,66.14607
1237662637987660659,10.85756,43.14178
1237662637987661174,2.308916,16.27798
1237668349222322905,13.99849,58.2415
1237668332038324252,2.206057,14.04633
1237662638524531703,2.845697,15.4748
1237668270842642701,17.80921,68.90922
1237668270842578114,3.039079,15.71157
1237662637987529161,2.519296,14.04768
1237668349759062707,5.98514,23.14313
1237668332038193524,20.46797,76.25076
1237668332574999032,2.364002,14.47024
1237662638524203726,7.122947,37.41522
1237668332038063176,4.064863,25.96549
1237668349758931707,2.475374,14.87599
1237668349758866427,1.991043,17.32261
1237662637987398252,3.970651,21.71278
1237662637987333464,2.678377,14.32778
1237662638524138138,15.34489,58.86661
1237662638524138161,4.71385,21.21723
1237668349758799914,21.42929,75.83322
1237668349758800416,16.0234,62.62051
1237668332037865564,43.48953,138.3809
1237668349758735137,4.593551,21.53368
1237668349758538313,22.07322,96.09964
1237662638523941593,2.698909,16.87126
1237668332037603992,17.38897,61.84569
1237668271915729432,3.051079,17.94031
1237668310556868922,5.071332,16.00383
1237668270842053178,2.374589,13.80368
1237668310557066029,1.859089,15.44343
1237668270842380911,7.054295,38.84021
1237668310557197009,9.600738,33.58103
1237668271379251505,9.801147,44.41764
1237668311631003727,3.289171,14.79838
1237668365315867095,17.82455,62.20475
1237668271379383371,2.710877,13.61371
1237668271916319353,5.872402,25.24436
1237668310557459191,7.40506,19.88394
1237668311631069814,12.64008,44.396
1237668365316063711,1.615424,13.37959
1237668310557459593,3.53754,18.67683
1237668271379514387,3.456904,16.71852
1237668310557459532,7.417737,33.4241
1237668272453321273,21.71281,62.77033
1237668271916385014,3.476781,20.10576
1237668310557590138,11.20387,40.01049
1237668311094526451,3.72515,19.849
1237668365316326563,4.715729,16.96912
1237668271916712615,14.58859,54.99986
1237668272453583554,7.666028,31.44643
1237668310557852191,6.704788,27.75382
1237668311094723616,2.554742,14.50404
1237668311094788361,20.28002,69.81088
1237668272453714840,2.776051,15.58717
1237668272453714169,28.82614,104.8802
1237662636913722073,5.353629,22.61674
1237662636913722029,6.909592,29.73147
1237662534362792532,6.377903,32.62567
1237668348148384778,4.776194,29.28173
1237668348685190218,2.025016,13.85832
1237662636913590554,21.27028,57.96053
1237662637450461317,7.365777,33.11501
1237668330964255248,19.38705,68.35865
1237662636376719833,4.249206,24.14488
1237662636376785637,3.969923,18.89446
1237662534362661169,3.906507,21.21246
1237662534362595878,9.723341,48.17444
1237668330964255236,18.80741,69.4789
1237662636376654537,5.311038,25.55632
1237661951353094617,5.917449,27.74246
1237661950816158705,6.069613,21.03624
1237662636376589437,4.494901,27.9363
1237662200437408920,3.021777,19.79857
1237662636913328693,10.11898,35.35902
1237662534362464489,3.863209,22.26488
1237662534362465068,2.628013,16.35273
1237662636913329802,2.761258,13.22709
1237668348147991406,3.003409,19.00809
1237662199363601760,5.081325,27.8099
1237661950279287304,2.711775,17.51128
1237662199363600512,12.16975,53.66669
1237662199900406453,18.83601,62.12251
1237662636376392104,41.56567,128.4015
1237662636376393138,1.950076,16.1133
1237662199363470187,2.853881,17.75546
1237661950279090600,4.179338,18.88237
1237662636376261254,7.322616,34.87873
1237662200437277074,17.57813,66.75533
1237662636913263021,5.990687,17.19488
1237662200437276937,4.553708,27.35203
1237662636913263149,18.36818,61.48032
1237662636913197690,5.505109,21.12129
1237662636913132126,15.19904,59.78003
1237662534362268532,3.190282,13.47969
1237661951352832757,2.838763,16.40172
1237662636376261951,2.994855,17.91996
1237662636913132237,3.50803,18.28698
1237661950815896073,8.545528,35.39534
1237661950815896114,3.553115,19.89008
1237662636913067141,2.081925,13.64561
1237662636913066083,2.400052,13.92736
1237662635839260086,1.576912,13.86745
1237662199900144948,1.818716,13.30283
1237662636376195716,3.670354,18.73482
1237662636376195617,7.679893,30.44381
1237662200437080297,6.088737,25.50922
1237662534362071588,11.26955,42.67722
1237661950278828261,27.60469,73.35068
1237662199900078784,5.167809,28.12963
1237662635839128197,3.192066,16.52716
1237662636912935433,17.3899,62.39871
1237662636912869991,5.920176,28.07641
1237662534361940214,6.195114,26.82675
1237662636912804446,8.4853,39.25982
1237662637449675139,9.305296,37.90143
1237662637449675158,15.14785,64.83601
1237668332037211116,2.312364,17.94234
1237662637449806497,8.561646,29.50873
1237662637986611771,3.490849,17.4498
1237662637986677361,5.270698,28.97839
1237668349221339500,77.44185,196.6828
1237662637986677462,3.446687,19.1789
1237668330963665844,2.437829,14.06658
1237662637449872093,2.886284,18.86449
1237662637449871765,6.782686,32.77136
1237662637449937583,21.17547,68.64646
1237668332037407199,9.203607,39.80622
1237668332037407889,2.325739,15.381
1237662637986809212,1.485311,13.68826
1237668332574343653,7.103009,35.20986
1237662638523678899,5.90158,49.60886
1237668349221536210,16.60242,66.45542
1237668332037603968,23.06386,73.26968
1237668330963927493,31.12548,110.8919
1237662637987070136,20.16171,74.09648
1237668349758735114,3.017337,18.39743
1237662638524138159,19.24833,63.20819
1237662200439046791,10.75735,43.34806
1237668348149629390,13.63519,54.21105
1237668348149629103,2.965318,19.1522
1237662200438980667,3.723821,25.99068
1237662636914966670,4.026934,21.99908
1237662637451772690,12.72828,53.16135
1237662637451772695,11.66146,50.52396
1237668348686434967,8.465221,40.30852
1237662637988578466,3.123193,12.44362
1237661950817665673,25.0767,103.4497
1237662637451707083,2.260629,16.50681
1237662637451641109,1.969293,13.58466
1237668348686238293,14.25129,52.25305
1237662636914835815,59.55123,209.6266
1237668348686173368,1.965942,12.74945
1237668330965370042,2.388272,17.31276
1237668348149432983,39.928,136.9024
1237668348149367400,8.567862,42.16655
1237662637451445137,14.32076,55.44889
1237668348686107229,9.287557,39.37565
1237662637451445418,3.721707,19.10786
1237668348686042307,2.41027,14.69598
1237662200438718590,0.7100239,13.07656
1237662637451117751,3.234595,23.59281
1237662637988053196,18.81157,67.22306
1237668348685845364,1.699725,12.87563
1237668331501912770,15.72306,57.77207
1237662638524924536,11.04258,48.15671
1237668349222781510,4.088695,22.79688
1237662638524989657,1.690453,13.5801
1237662637988184148,4.951969,24.29457
1237668349222847069,19.86268,69.18783
1237662638525055785,13.38787,48.02488
1237662637988184639,45.23282,120.3355
1237668270843298248,10.95674,43.04696
1237668349759718064,14.10933,56.62155
1237662638525251957,14.21968,61.54891
1237662638525186861,4.380087,23.67344
1237662638525252389,2.088985,14.92174
1237668270843429200,82.0748,240.6785
1237668270843364480,2.925041,14.91356
1237668349759848944,5.948602,28.58722
1237662638525318454,2.185204,13.16573
1237668349223174697,6.631122,32.61448
1237662637988512408,3.628099,23.66759
1237668349223175180,2.514139,16.21416
1237668270843560627,12.67304,45.39375
1237668349759980074,3.69648,18.7345
1237668349759979922,4.056253,21.67582
1237668332039307634,4.228134,21.77541
1237662638525448969,6.312593,30.54902
1237668270843560688,5.437441,25.49628
