#Table1, 241<=ra<=246, 6.5<=dec<=11.5, uses cModelMag
#run,camCol,rerun,field,objID,ra,dec,gmag,rmag
3836,3,301,612,1237661949742023354,241.236494709625,6.88191146293628,20.97891,19.2844
3836,3,301,613,1237661949742088415,241.361040283736,6.9098025432326,20.89555,16.3571
3836,3,301,613,1237661949742088838,241.339175669456,6.95625936590908,19.38492,17.96151
3836,3,301,613,1237661949742088853,241.346899459373,6.87617604948506,20.76508,19.27623
3836,3,301,613,1237661949742088878,241.391842700077,6.91734435940779,20.37502,18.59989
3836,3,301,613,1237661949742089264,241.354635546645,6.94325735411415,20.8605,19.29161
3836,3,301,613,1237661949742089343,241.361271940148,6.85419116147039,20.39183,18.87267
3836,3,301,613,1237661949742089394,241.380645917003,6.85297002089506,21.33087,19.49823
3836,3,301,614,1237661949742153863,241.477766417099,6.91729273266791,25.11438,15.64891
3836,3,301,614,1237661949742154395,241.418427635296,6.87378482035379,20.89251,19.24043
3836,3,301,614,1237661949742154478,241.446965889613,6.96102455455588,20.5563,18.9961
3836,3,301,614,1237661949742154861,241.487988592572,6.887351719876,21.40247,19.50092
3836,3,301,615,1237661949742220249,241.592520877611,6.86518006450347,20.87296,19.22077
3836,3,301,615,1237661949742220315,241.617698385958,6.86262239700855,21.52961,19.42973
3836,3,301,615,1237661949742220514,241.673907190711,6.87536631033286,20.43629,18.83317
3836,3,301,616,1237661949742284862,241.74345272326,6.83783166482594,25.11442,15.69573
3836,3,301,616,1237661949742284866,241.741751739945,6.83523468798421,18.51212,15.71684
3836,3,301,616,1237661949742285489,241.750834316681,6.89073190441489,20.91579,19.04373
3836,3,301,616,1237661949742285663,241.728382215335,6.80558415771261,20.98975,19.34768
3836,3,301,617,1237661949742350484,241.992186999828,6.78188001576552,21.65604,19.60007
3836,3,301,617,1237661949742350853,241.902990130022,6.84510754043396,20.23636,18.57239
3836,3,301,617,1237661949742350906,241.909659688953,6.80779801190673,20.41366,18.62322
3836,3,301,617,1237661949742351083,241.890137296912,6.83179167484208,20.47843,19.35998
3836,3,301,618,1237661949742416225,242.064438268129,6.77273405229361,21.09957,19.43435
3836,3,301,618,1237661949742416676,242.027494775373,6.76357827481404,20.96279,19.04815
3836,3,301,618,1237661949742416950,242.10783201853,6.75520462239068,20.70864,19.20591
3836,3,301,618,1237661949742417012,242.126659037819,6.75380490806874,20.80125,19.37146
3836,3,301,619,1237661949742481952,242.261593373062,6.76130136002062,20.14257,18.51196
3836,3,301,619,1237661949742482038,242.157262743534,6.77209713827219,20.91979,19.50592
3836,3,301,619,1237661949742482231,242.225916439363,6.83038199696736,20.44092,19.15002
3836,3,301,620,1237661949742547804,242.388523697662,6.73408502803149,20.62163,19.10084
3836,3,301,622,1237661949742678240,242.724348654511,6.7119769917913,23.15097,19.42263
3836,3,301,623,1237661949742744218,242.837188657286,6.64968546596266,20.41339,18.94168
3836,3,301,623,1237661949742744271,242.832746015803,6.64077181776611,20.89795,18.97085
3836,3,301,623,1237661949742744474,242.77322640686,6.64433491364958,20.94655,19.44072
3836,3,301,623,1237661949742744839,242.883109847288,6.68988181394531,21.45648,19.50674
3836,3,301,624,1237661949742809255,243.048459337132,6.67500910658933,21.56743,19.57047
3836,3,301,624,1237661949742809510,243.008336918407,6.61475616228792,20.19983,18.80806
3836,3,301,624,1237661949742809626,242.954934764721,6.6187618811481,19.92436,18.27658
3836,3,301,625,1237661949742875226,243.138333423335,6.61546540677078,20.26968,18.49571
3836,3,301,626,1237661949742940966,243.315071530138,6.63437269475141,20.99229,19.29549
3836,3,301,627,1237661949743006262,243.365479969959,6.5931186540935,19.43193,17.70645
3836,3,301,628,1237661949743071723,243.600784065071,6.54767544783687,21.38988,19.61835
3836,3,301,628,1237661949743072246,243.561709097942,6.57036422388423,21.0068,19.32244
3836,3,301,629,1237661949743137544,243.660323949811,6.54177004979905,20.99159,19.33561
3836,4,301,610,1237661950278762997,241.015745925317,7.30975612177863,21.44992,19.42205
3836,4,301,611,1237661950278828055,241.066509285313,7.37634028046383,18.0779,15.17058
3836,4,301,611,1237661950278828636,241.134496547926,7.34124337617697,21.27196,19.38164
3836,4,301,611,1237661950278828923,241.078283053445,7.2780638760663,21.05684,19.25901
3836,4,301,612,1237661950278893670,241.278470914397,7.26089250726545,21.25989,19.50682
3836,4,301,612,1237661950278893702,241.306125164116,7.34513791454094,25.11438,17.35242
3836,4,301,613,1237661950278960112,241.434950506337,7.33851145095003,20.99561,19.31535
3836,4,301,614,1237661950279025886,241.590330325801,7.200562136636,21.24314,19.30997
3836,4,301,615,1237661950279090600,241.733737185096,7.21246355199863,20.94673,19.30981
3836,4,301,615,1237661950279090705,241.684935601168,7.19176799624052,20.19734,18.74839
3836,4,301,615,1237661950279090729,241.739504553691,7.25195406351005,20.47475,18.66807
3836,4,301,615,1237661950279090734,241.752703632999,7.24312066960428,20.39964,18.49606
3836,4,301,615,1237661950279091254,241.726084623492,7.25383080043367,20.95606,19.18659
3836,4,301,615,1237661950279091394,241.747129001611,7.18885024224945,21.21112,19.337
3836,4,301,616,1237661950279156313,241.813706265368,7.16273852565942,20.2423,18.37592
3836,4,301,616,1237661950279156711,241.812099853066,7.14010846373091,20.78721,19.22508
3836,4,301,616,1237661950279156947,241.871503131031,7.15014760926629,20.62513,19.38513
3836,4,301,617,1237661950279221846,242.033892244956,7.1069682898234,21.08832,19.27814
3836,4,301,618,1237661950279287304,242.137553660285,7.09024552292061,21.41567,19.39165
3836,4,301,618,1237661950279287825,242.16578674221,7.09847500238739,20.79995,19.0903
3836,4,301,619,1237661950279352446,242.330864620664,7.13468043905106,14.36043,13.82257
3836,4,301,619,1237661950279352925,242.294023528219,7.10385491133694,20.83785,19.07621
3836,4,301,619,1237661950279353036,242.227044807642,7.11752447190781,20.29221,19.28022
3836,4,301,620,1237661950279418582,242.470694279601,7.11419329387916,21.50197,19.48213
3836,4,301,620,1237661950279418916,242.449113391098,7.10736187432134,21.51245,19.57986
3836,4,301,620,1237661950279418956,242.448027927514,7.05456044437983,21.19026,19.40062
3836,4,301,621,1237661950279484449,242.628705066233,7.04056697138848,20.21335,19.09978
3836,4,301,623,1237661950279614728,242.935732175729,7.01517679045312,25.11438,17.38128
3836,4,301,623,1237661950279615150,242.836542320961,7.03830787043173,20.95094,19.08051
3836,4,301,624,1237661950279680693,243.045599783197,6.97177843485022,20.1522,18.30584
3836,4,301,624,1237661950279680991,243.013729574849,6.99651152118835,20.83993,19.04358
3836,4,301,624,1237661950279681088,243.036458450678,6.97937601965418,20.93359,19.27961
3836,4,301,626,1237661950279811213,243.352414650768,6.91555673225066,19.17825,16.27204
3836,4,301,626,1237661950279811219,243.356437093582,6.91171564851975,21.51839,19.61595
3836,4,301,626,1237661950279811266,243.38444700396,6.88330015953864,22.12321,19.35781
3836,4,301,626,1237661950279811605,243.358284978085,6.87902559548031,20.4949,18.64027
3836,4,301,626,1237661950279811965,243.271956917326,6.8734138831961,21.02222,19.17489
3836,4,301,627,1237661950279877229,243.416423729938,6.90453351456744,20.71056,19.38401
3836,4,301,627,1237661950279877248,243.425352612675,6.90136182174102,21.28817,19.61231
3836,4,301,627,1237661950279877560,243.520342944033,6.81819639776009,20.80341,19.37919
3836,4,301,628,1237661950279943248,243.648067513954,6.82869981656748,21.37691,19.45575
3836,4,301,630,1237661950280073923,243.948300798195,6.79036850423605,20.82814,19.10172
3836,4,301,630,1237661950280074535,243.984042397965,6.74944194052363,21.07896,19.3377
3836,4,301,631,1237661950280139986,244.072345540478,6.75504483539809,20.78292,19.04542
3836,5,301,610,1237661950815634530,241.047709816573,7.69997624013385,20.78857,19.2879
3836,5,301,611,1237661950815699123,241.198067250875,7.82083225114993,25.11438,15.6058
3836,5,301,611,1237661950815699510,241.166359321836,7.83652410700859,19.89363,18.26576
3836,5,301,611,1237661950815699642,241.247333299728,7.6721200573189,21.41639,19.5012
3836,5,301,611,1237661950815699740,241.135156925735,7.79267635227131,20.86774,19.3972
3836,5,301,612,1237661950815764576,241.345190124673,7.74174619336614,25.11438,16.67825
3836,5,301,612,1237661950815765124,241.367832340741,7.65974137366574,20.00043,18.47089
3836,5,301,613,1237661950815830452,241.538007030185,7.73212648739016,20.64533,19.16584
3836,5,301,613,1237661950815830554,241.515960442384,7.7472763020413,20.36651,18.62379
3836,5,301,613,1237661950815830565,241.530892685113,7.73281410601535,20.71759,18.8831
3836,5,301,613,1237661950815831077,241.50170813458,7.70399978051177,21.12287,19.51552
3836,5,301,613,1237661950815831110,241.515872586039,7.73331975725278,20.77069,19.2048
3836,5,301,614,1237661950815895637,241.641559163987,7.67984049347759,21.74403,19.44993
3836,5,301,614,1237661950815896073,241.630121940866,7.65199230394399,20.17053,18.62762
3836,5,301,614,1237661950815896114,241.600042069629,7.74221154268099,21.12278,19.25337
3836,5,301,614,1237661950815896122,241.618297326119,7.67549477486506,20.74453,19.47422
3836,5,301,615,1237661950815961116,241.716003897004,7.63820680114887,17.18822,15.30095
3836,5,301,615,1237661950815961119,241.717759194132,7.64674440251093,25.11438,14.85398
3836,5,301,615,1237661950815961120,241.724161505579,7.63926947499151,25.11443,16.08239
3836,5,301,615,1237661950815961228,241.761826346594,7.5921464905195,25.11438,16.94269
3836,5,301,615,1237661950815961238,241.763299379884,7.5991212543766,25.11438,15.46979
3836,5,301,616,1237661950816027195,241.900288180092,7.63204449925456,20.87506,19.27625
3836,5,301,617,1237661950816092193,242.021666249711,7.58325420884733,13.71638,14.12403
3836,5,301,617,1237661950816092197,242.030721378698,7.580848718896,21.24533,19.45794
3836,5,301,617,1237661950816092772,242.061933075627,7.61768504768715,20.5626,18.5595
3836,5,301,617,1237661950816092792,242.07769217713,7.60655818841733,20.86858,19.25459
3836,5,301,617,1237661950816092794,242.075486788371,7.60638310270012,21.0392,19.47248
3836,5,301,617,1237661950816093160,242.058114722201,7.53772850200076,21.15264,19.50109
3836,5,301,617,1237661950816093193,242.077586499247,7.59354608258345,20.83603,19.44294
3836,5,301,617,1237661950816093219,242.087767651293,7.61872005506516,21.7334,19.64165
3836,5,301,617,1237661950816093305,242.11425722711,7.59460450719404,20.84167,19.31312
3836,5,301,617,1237661950816093424,242.1584274905,7.61680275630835,21.51006,19.47259
3836,5,301,618,1237661950816157743,242.17535662268,7.56945310985693,20.02039,18.52672
3836,5,301,618,1237661950816157793,242.213031346136,7.54756388985638,25.11438,15.3382
3836,5,301,618,1237661950816158409,242.155707165344,7.50565706259593,20.60947,19.4042
3836,5,301,618,1237661950816158460,242.175505182327,7.54104039970701,20.61883,19.14472
3836,5,301,618,1237661950816158705,242.240837120182,7.51143111769559,20.54186,19.19254
3836,5,301,619,1237661950816223357,242.381439031047,7.52546147379334,25.11438,16.72533
3836,5,301,620,1237661950816288891,242.535582426456,7.52515037827317,25.1143,17.32579
3836,5,301,620,1237661950816288911,242.533866562746,7.50928807642599,23.9603,17.05833
3836,5,301,621,1237661950816354776,242.605627752225,7.4157826580139,20.39366,18.867
3836,5,301,621,1237661950816354929,242.695585582252,7.49133535118852,21.01349,19.08025
3836,5,301,622,1237661950816419924,242.846045284433,7.46574038510018,11.55564,11.39013
3836,5,301,622,1237661950816419938,242.84493408373,7.46040270866937,25.11438,14.54317
3836,5,301,622,1237661950816419956,242.795078469685,7.46766992526467,22.70403,19.26492
3836,5,301,622,1237661950816420377,242.789023852068,7.39488607411152,21.4495,19.4861
3836,5,301,622,1237661950816420393,242.80780611146,7.42062615116661,21.15773,19.53623
3836,5,301,622,1237661950816420410,242.836719673305,7.40195203353166,20.01184,18.39458
3836,5,301,622,1237661950816420471,242.827793015065,7.39853454592743,20.83426,19.25449
3836,5,301,622,1237661950816420804,242.795549532907,7.39932686213473,20.63443,18.70962
3836,5,301,623,1237661950816485815,242.944668091507,7.37067346159268,20.3293,18.37891
3836,5,301,623,1237661950816485886,242.980816446768,7.36787761277422,20.46774,18.82658
3836,5,301,623,1237661950816486575,243.003675102963,7.4133536373595,20.35168,18.72939
3836,5,301,624,1237661950816551012,243.127056169919,7.39971289413935,21.2908,19.72468
3836,5,301,624,1237661950816551578,243.125935964321,7.3203118210054,20.73633,18.8079
3836,5,301,624,1237661950816551855,243.080583213859,7.35379442613105,21.13004,18.95181
3836,5,301,625,1237661950816617043,243.291887054653,7.3551364452261,20.47853,18.65694
3836,5,301,626,1237661950816682018,243.34603574203,7.33074589666198,25.11438,16.23712
3836,5,301,626,1237661950816682538,243.413139599576,7.3074129840717,20.70633,18.84019
3836,5,301,631,1237661950817009803,244.167259967475,7.14657605415794,25.11438,16.2195
3836,5,301,631,1237661950817010064,244.118933636604,7.14228925732805,19.58934,17.99916
3836,5,301,632,1237661950817075269,244.289535331917,7.13903438953325,25.11397,18.93896
3836,5,301,632,1237661950817075276,244.234433864165,7.1473911497956,25.6937,16.81473
3836,5,301,633,1237661950817140867,244.412417149736,7.10167570661663,13.88184,15.49475
3836,5,301,636,1237661950817337509,244.883639020919,7.00857155557374,25.11438,16.59209
3836,6,301,610,1237661951352504347,241.047576822261,8.14051582797524,25.1144,15.42129
3836,6,301,610,1237661951352504348,241.046406861185,8.13466333923514,25.1144,16.75003
3836,6,301,611,1237661951352570059,241.285731305627,8.12939490351602,20.35141,18.83817
3836,6,301,611,1237661951352570932,241.316142422319,8.16933726584981,21.45072,19.51403
3836,6,301,613,1237661951352701060,241.603262905599,8.12828181412634,25.11438,16.36615
3836,6,301,613,1237661951352701674,241.525727898407,8.11215877160441,20.94196,19.43984
3836,6,301,613,1237661951352701756,241.55274024607,8.12959699363159,20.62082,19.15286
3836,6,301,614,1237661951352767445,241.758835090688,8.13168441857857,20.78558,19.401
3836,6,301,615,1237661951352832106,241.845823775132,8.09961048081272,22.45686,19.23416
3836,6,301,615,1237661951352832120,241.840728286638,8.08872394090676,11.9521,13.31899
3836,6,301,615,1237661951352832540,241.866765927039,8.06283595812467,20.52381,18.58814
3836,6,301,615,1237661951352832757,241.80740383689,8.03955420515059,21.36609,19.46272
3836,6,301,615,1237661951352833077,241.915489511902,8.06953861427056,21.14956,19.30168
3836,6,301,617,1237661951352963261,242.204951297016,7.99476921496808,18.1172,15.99861
3836,6,301,617,1237661951352963656,242.142262487436,7.9566746735271,20.07565,18.7167
3836,6,301,617,1237661951352963833,242.107792250092,8.00643164172139,21.07775,19.29867
3836,6,301,618,1237661951353029805,242.378200329596,7.99305980125692,21.07904,19.40578
3836,6,301,619,1237661951353094343,242.522664159741,7.96040827949795,19.73753,16.44222
3836,6,301,619,1237661951353094601,242.497134156455,7.91607713772617,20.09267,18.21481
3836,6,301,619,1237661951353094617,242.506997828992,7.91632449164126,20.56941,18.89212
3836,6,301,620,1237661951353160193,242.580709466126,7.90937861804779,19.89602,18.32167
3836,6,301,620,1237661951353160487,242.556744467133,7.91368581033468,20.88106,19.40506
3836,6,301,620,1237661951353160523,242.570986302698,7.93167087899864,20.5842,19.16436
3836,6,301,620,1237661951353160672,242.614138739554,7.92453918609706,20.96864,19.49679
3836,6,301,621,1237661951353226338,242.810011036768,7.83715195808689,21.04223,19.5336
3836,6,301,622,1237661951353290947,242.943833304643,7.78267670754655,24.04894,17.41879
3836,6,301,623,1237661951353356637,243.054346633881,7.8442130502587,21.28697,19.70555
3836,6,301,624,1237661951353422222,243.245969627585,7.768098934335,21.2842,19.54247
3836,6,301,624,1237661951353422310,243.157471100991,7.78772613504338,20.94412,18.95532
3836,6,301,625,1237661951353487556,243.267942809153,7.74146040765364,20.36745,18.82183
3836,6,301,625,1237661951353487911,243.299109487027,7.76165732206016,20.8177,19.28995
3836,6,301,626,1237661951353553147,243.432670659528,7.76738216963948,20.72713,19.21917
3836,6,301,626,1237661951353553338,243.54770015889,7.78043909576984,20.79333,19.39261
3836,6,301,626,1237661951353553575,243.426881708556,7.74837169700934,20.75139,19.3172
3836,6,301,627,1237661951353618587,243.67476605542,7.78714328066139,25.11419,18.73729
3836,6,301,627,1237661951353618589,243.657559728355,7.79022429060354,23.85735,19.27242
3836,6,301,627,1237661951353618591,243.671751766497,7.83840210414342,19.53996,13.92119
3836,6,301,627,1237661951353618821,243.651201496254,7.77482759729894,20.57402,19.01477
3836,6,301,627,1237661951353619251,243.642986575109,7.78414905424377,21.09458,19.36488
3836,6,301,627,1237661951353619407,243.685127981104,7.64261700669228,20.78683,19.30903
3836,6,301,628,1237661951353684251,243.712086551697,7.65361422575076,21.32052,19.34364
3836,6,301,628,1237661951353684493,243.848306785419,7.63180714691034,21.66641,19.38972
3836,6,301,628,1237661951353684735,243.742125272154,7.77767841508028,21.42386,19.63268
3836,6,301,628,1237661951353685094,243.845455560038,7.61663946610539,21.05008,18.78621
3836,6,301,629,1237661951353750418,243.913385169234,7.59969263689651,20.46807,18.92271
3836,6,301,631,1237661951353881278,244.167387416835,7.58424886880818,21.10139,19.25237
3894,3,301,250,1237662198826403146,241.258035130766,6.72273068353977,21.48613,19.52185
