#Table1, 241<=ra<=246, 6.5<=dec<=11.5, uses cModelMag
#run,camCol,rerun,field,objID,ra,dec,gmag,rmag
3894,3,301,251,1237662198826468147,241.277624605163,6.71291231398861,20.52887,18.7149
3894,3,301,251,1237662198826468160,241.280619784966,6.72384266987594,21.22575,19.32143
3894,3,301,251,1237662198826468631,241.378485399044,6.72600607663503,20.85983,19.41795
3894,3,301,251,1237662198826468697,241.38444425192,6.67647064241002,21.04462,19.58916
3894,3,301,252,1237662198826533933,241.507718994402,6.73175214010517,21.34654,19.50056
3894,3,301,253,1237662198826598412,241.560855287979,6.64366038739632,25.11437,16.83694
3894,3,301,253,1237662198826598483,241.611575548683,6.63146701779349,20.73734,18.20795
3894,3,301,253,1237662198826598732,241.576327336927,6.74498364552457,20.97464,19.03386
3894,3,301,253,1237662198826599050,241.694922343824,6.59880296982437,20.08161,18.60394
3894,3,301,253,1237662198826599323,241.582541745086,6.65178827505009,20.62514,19.30291
3894,3,301,253,1237662198826599415,241.621471598416,6.73701482866457,20.9858,19.27521
3894,3,301,254,1237662198826664551,241.839178900599,6.59257340775437,20.58687,18.97978
3894,3,301,254,1237662198826664552,241.836354769407,6.59295997629782,21.12078,19.41327
3894,3,301,254,1237662198826665189,241.80806479148,6.63536615256495,21.18695,19.49872
3894,3,301,255,1237662198826730015,241.851768137646,6.59020270249293,20.31672,18.76447
3894,3,301,255,1237662198826730019,241.868598157668,6.61977492285105,19.44629,17.7992
3894,3,301,255,1237662198826730078,241.85404261238,6.59714581827196,20.84486,19.08476
3894,3,301,255,1237662198826730244,241.855762103036,6.59099984686031,21.01944,19.59126
3894,3,301,255,1237662198826730369,241.884986646107,6.56223552172293,20.7379,19.05962
3894,3,301,255,1237662198826730711,242.000417878762,6.60567932486442,20.98238,19.45838
3894,3,301,256,1237662198826795942,242.06276710805,6.59958775554221,21.2292,19.33687
3894,3,301,257,1237662198826860768,242.217408426132,6.50984890088241,20.70137,19.16325
3894,3,301,257,1237662198826860812,242.261341209518,6.58200662972358,14.66735,14.09546
3894,3,301,257,1237662198826861727,242.281597367818,6.51351444335761,21.22617,19.48042
3894,3,301,259,1237662198826991771,242.507922435549,6.53475613821768,25.11436,18.87559
3894,3,301,259,1237662198826991772,242.510435265499,6.52793024055106,25.11437,16.65438
3894,3,301,259,1237662198826992917,242.547750613214,6.51999364340217,19.57351,19.31534
3894,3,301,261,1237662198827123237,242.771815903255,6.52405311122014,21.52744,19.33724
3894,4,301,248,1237662199363142198,241.021261740177,7.25908124031556,20.28958,18.90806
3894,4,301,249,1237662199363207208,241.111649756111,7.25002210117841,20.68135,18.79086
3894,4,301,249,1237662199363207624,241.10217862323,7.14239780539067,20.57063,18.87549
3894,4,301,249,1237662199363207865,241.052842790857,7.18199874535537,20.05827,18.63206
3894,4,301,249,1237662199363208013,241.091895954128,7.22850721835196,20.6242,19.31443
3894,4,301,251,1237662199363338266,241.342311862893,7.1113728860561,24.8508,16.93942
3894,4,301,251,1237662199363338286,241.340775903843,7.04119817694104,16.80629,15.68113
3894,4,301,251,1237662199363338359,241.408362382136,7.17141895818747,20.6643,18.5548
3894,4,301,251,1237662199363338667,241.425085871818,7.1949169761186,21.50861,19.55609
3894,4,301,251,1237662199363338825,241.433399032686,7.01522141299603,20.32441,18.77858
3894,4,301,251,1237662199363338826,241.444551818137,7.06420006511223,20.39132,18.96257
3894,4,301,252,1237662199363403986,241.593889571026,7.11103021578454,20.03693,16.61011
3894,4,301,252,1237662199363404010,241.610617669129,7.08174854548591,19.81149,18.00191
3894,4,301,252,1237662199363404203,241.564138126772,7.00070016221071,20.54181,18.97268
3894,4,301,252,1237662199363404327,241.496437662645,7.07242198739912,20.35017,18.69188
3894,4,301,252,1237662199363404372,241.582839266855,7.10297119750649,20.16447,18.94983
3894,4,301,252,1237662199363404375,241.579859122668,7.08294291614914,19.99923,18.36979
3894,4,301,252,1237662199363404376,241.580033390244,7.08394448216037,20.99297,19.68586
3894,4,301,252,1237662199363404671,241.480052677791,7.00842916951559,21.67295,19.60119
3894,4,301,252,1237662199363404672,241.479133906731,7.0079152943696,20.81927,19.14964
3894,4,301,252,1237662199363404905,241.554882485536,7.12199945761803,21.24748,19.35106
3894,4,301,253,1237662199363469627,241.738815501401,6.93545761785073,20.87804,19.14035
3894,4,301,253,1237662199363469673,241.767994570285,6.98664438838448,20.76436,19.36408
3894,4,301,253,1237662199363469710,241.642242070263,7.07301708460817,20.86427,18.50836
3894,4,301,253,1237662199363469712,241.641719946893,7.0735500950647,21.91778,19.55116
3894,4,301,253,1237662199363470077,241.757372539135,7.00237326836889,20.76266,19.08776
3894,4,301,253,1237662199363470085,241.771862340356,7.00776720981093,20.55097,18.9573
3894,4,301,253,1237662199363470187,241.721699504482,7.03959796988814,21.36033,19.37662
3894,4,301,253,1237662199363470989,241.761196283048,6.9793800080087,21.28776,19.55515
3894,4,301,254,1237662199363535093,241.778632197876,6.9588062894125,21.03115,19.45772
3894,4,301,254,1237662199363535162,241.841537230284,7.01301098966447,20.27883,19.20501
3894,4,301,254,1237662199363535402,241.776226138301,6.98175409585933,20.51593,18.84704
3894,4,301,254,1237662199363535410,241.777037490131,6.97333092101299,19.11716,17.33207
3894,4,301,254,1237662199363535411,241.776261786133,6.97501161307548,21.37699,19.32922
3894,4,301,254,1237662199363535428,241.807361326204,7.12072383915165,20.47422,19.14502
3894,4,301,254,1237662199363535452,241.805581952395,7.00309603116876,21.37428,19.49987
3894,4,301,254,1237662199363535477,241.844848603783,7.10097797250745,20.24409,18.52218
3894,4,301,254,1237662199363535479,241.821035539213,6.96542265386677,20.12152,18.4315
3894,4,301,254,1237662199363535483,241.832997516642,7.00679225659106,20.69158,18.88379
3894,4,301,254,1237662199363535875,241.785863998815,6.95028130324377,21.36424,19.61176
3894,4,301,254,1237662199363536006,241.826970567601,7.06502918490937,20.53772,19.23076
3894,4,301,255,1237662199363600780,241.978743566045,6.99696903367689,21.01092,19.40575
3894,4,301,255,1237662199363601100,242.033345695975,6.9560337209346,21.23943,19.45372
3894,4,301,255,1237662199363601563,241.997216646395,6.96378399135537,21.15065,19.47871
3894,4,301,255,1237662199363601712,242.036362354703,6.98364705568102,21.88631,19.61188
3894,4,301,255,1237662199363601760,242.064475029774,7.07804136273792,20.73472,18.88948
3894,4,301,256,1237662199363666759,242.228382058601,7.00738190804651,20.96613,19.04442
3894,4,301,256,1237662199363666936,242.066561588267,6.90820332916688,20.83997,19.13193
3894,4,301,256,1237662199363667280,242.136559232541,6.89680592829567,20.92528,19.15755
3894,4,301,256,1237662199363667511,242.202825440699,7.03331410406248,21.13803,19.49701
3894,4,301,257,1237662199363731559,242.25426358041,6.85629299920151,19.85591,15.95701
3894,4,301,257,1237662199363732137,242.285408186974,7.01887213289747,20.2419,18.74276
3894,4,301,257,1237662199363732533,242.248878768252,6.92462762616927,21.02741,19.37249
3894,4,301,258,1237662199363797702,242.451182307802,6.96443318137773,21.46538,19.69165
3894,4,301,258,1237662199363798101,242.454296062366,7.00242027770277,21.47096,19.66804
3894,4,301,258,1237662199363798158,242.466038768539,6.99902803272989,20.86698,18.83095
3894,4,301,259,1237662199363862575,242.546706685817,6.91817757359258,21.43929,19.27006
3894,4,301,259,1237662199363863941,242.6489090891,6.80198670114341,20.71282,19.13904
3894,4,301,260,1237662199363928092,242.67611983162,6.87343010341223,20.3137,18.60935
3894,4,301,260,1237662199363928752,242.780619426548,6.76950796334419,20.79509,19.26731
3894,4,301,261,1237662199363993870,242.909586452764,6.87885285265479,19.96769,16.91004
3894,4,301,261,1237662199363994105,242.861879562525,6.74026053554266,20.03508,18.71059
3894,4,301,262,1237662199364059230,243.010177499632,6.8346805247319,25.11437,17.24925
3894,4,301,263,1237662199364124767,243.196006024345,6.86056881319513,21.3031,19.57253
3894,4,301,263,1237662199364124863,243.249351297277,6.73658185727921,24.9755,18.68125
3894,4,301,263,1237662199364125310,243.220342747367,6.75405896785914,20.95622,19.01886
3894,4,301,263,1237662199364125311,243.221336547821,6.75627616785003,20.38637,18.56617
3894,4,301,263,1237662199364125568,243.1300339273,6.82461065154487,21.28402,19.40148
3894,4,301,264,1237662199364190429,243.374585833802,6.63694175502411,23.23048,17.21869
3894,4,301,264,1237662199364190834,243.275697143055,6.651438581509,19.85498,18.37491
3894,4,301,264,1237662199364190839,243.321552610544,6.80292451514503,20.63515,18.7856
3894,4,301,264,1237662199364190912,243.362524630376,6.73236429135315,20.60254,18.81791
3894,4,301,264,1237662199364191105,243.269836999552,6.75650814481226,21.35853,19.48402
3894,4,301,264,1237662199364191255,243.311514182867,6.77219633306674,20.8298,19.10789
3894,4,301,264,1237662199364191512,243.361974813825,6.72232982080692,21.41446,19.53377
3894,4,301,265,1237662199364255800,243.432827395165,6.67104087748201,25.11437,16.96694
3894,4,301,265,1237662199364255851,243.459055334306,6.68376969426862,25.11438,18.42017
3894,4,301,265,1237662199364255917,243.466384700982,6.70153468730827,25.11437,16.83811
3894,4,301,265,1237662199364256384,243.443898309009,6.7440433049642,20.79639,19.10137
3894,4,301,265,1237662199364256472,243.55173976845,6.71674365311622,21.12091,19.50849
3894,4,301,266,1237662199364321311,243.548752730433,6.65022484446771,25.11432,19.16842
3894,4,301,266,1237662199364322267,243.573997425439,6.60230001700304,20.94071,19.31373
3894,4,301,267,1237662199364387230,243.828453806072,6.66813651526275,21.05211,18.44215
3894,4,301,267,1237662199364387596,243.719489216699,6.66443014433698,21.15124,19.28513
3894,4,301,267,1237662199364387739,243.746151689016,6.62112029038816,20.55457,19.44359
3894,4,301,267,1237662199364387864,243.783597587822,6.65520548525394,20.87038,19.41455
3894,4,301,267,1237662199364388145,243.829597643884,6.60631218705082,21.15758,19.41273
3894,4,301,268,1237662199364452773,243.903801509373,6.66469478821745,21.28739,19.50104
3894,4,301,268,1237662199364452894,243.952812501681,6.66064577747814,21.13055,19.41317
3894,4,301,268,1237662199364453033,243.858168829212,6.57208877698553,21.00968,19.26369
3894,4,301,268,1237662199364453108,243.980680040314,6.68233647832059,20.84773,18.94242
3894,4,301,268,1237662199364453235,243.940477145231,6.68387495085094,20.97562,19.35124
3894,4,301,268,1237662199364453606,243.946752941584,6.73486809146785,21.25816,19.3994
3894,4,301,268,1237662199364453699,243.94436653839,6.61763864787602,20.99343,19.38379
3894,4,301,268,1237662199364453720,243.93812458762,6.56344802548162,21.1394,19.39474
3894,4,301,268,1237662199364453844,243.992270354251,6.69286332135446,21.284,19.32144
3894,4,301,269,1237662199364517990,244.077707778243,6.62089969611309,20.52159,18.72104
3894,4,301,269,1237662199364518058,244.126912667661,6.6204981984278,21.18432,19.33081
3894,4,301,269,1237662199364518566,244.035632905898,6.68679536994859,20.61436,19.09734
3894,4,301,269,1237662199364519081,244.066125086204,6.52461380914565,21.3843,19.78646
3894,4,301,270,1237662199364583772,244.296607281099,6.64260883327646,20.61454,18.99869
