objid,ra,dec
1237662636376261951,241.763923658045,7.90703340365032
1237662636913132237,241.753823501518,8.25580225207594
1237661950815896073,241.630121940866,7.65199230394399
1237661950815896114,241.600042069629,7.74221154268099
1237662636913067141,241.649129376627,8.22539932367307
1237662636913066083,241.657009705542,8.27485596313372
1237662635839260086,241.361282316702,7.37038941755063
1237662199900144948,241.373351106991,7.61351981762857
1237662636376195716,241.505454764392,7.81833747396857
1237662636376195617,241.522419020134,7.85313929234576
1237662200437080297,241.512129632829,7.99200364388789
1237662534362071588,241.566420541186,8.54159666542201
1237661950278828261,241.129343096538,7.36314359891891
1237662199900078784,241.195232472938,7.65306800568658
1237662635839128197,241.023288038966,7.60344732396658
1237662636912935433,241.297275810366,8.33161027154484
1237662636912869991,241.270316186441,8.31822164229072
1237662534361940214,241.284471347071,8.5189278735651
1237662636912804446,241.112039521506,8.4674102703721
1237662637449675139,241.126573132362,8.88042728074696
1237662637449675158,241.097255491648,8.72734858129495
1237668332037211116,241.333345628986,9.86584144503762
1237662637449806497,241.490418993158,8.67580502578952
1237662637986611771,241.429168829311,9.09650452419018
1237662637986677361,241.553295735185,9.23590158937361
1237668349221339500,241.588470573339,9.42966275482626
1237662637986677462,241.601136109259,9.05652715655046
1237668330963665844,241.521636077589,8.85241940645723
1237662637449872093,241.543003103433,8.6460759859732
1237662637449871765,241.56857525257,8.63418202448235
1237662637449937583,241.705357144467,8.74976927347711
1237668332037407199,241.757534215476,9.79872022666289
1237668332037407889,241.804832385781,9.66015459939245
1237662637986809212,241.897186933716,9.14054442582137
1237668332574343653,242.02912914667,9.97162114044186
1237662638523678899,241.929206334951,9.42259109631078
1237668349221536210,242.049076715342,9.35534985992474
1237668332037603968,242.192041290344,9.61670741346678
1237668330963927493,242.222449657237,8.80161087352828
1237662637987070136,242.484998665379,9.00063542823388
1237668349758735114,242.862350753031,9.53090363083553
1237662638524138159,243.00712517173,9.2379489757161
1237662200439046791,245.933078538704,7.03214152493046
1237668348149629390,245.955390411125,7.51249429906937
1237668348149629103,245.956140599232,7.58903696491324
1237662200438980667,245.821414747464,7.08091402530556
1237662636914966670,245.922014326134,7.24436995544339
1237662637451772690,245.837010873549,7.68140848831466
1237662637451772695,245.85428692613,7.68369210622722
1237668348686434967,245.843403539579,8.07529349594151
1237662637988578466,245.814273714125,8.14881931558405
1237661950817665673,245.732772078486,7.03917737588654
1237662637451707083,245.66235852302,7.78600217820327
1237662637451641109,245.64586597096,7.826803110957
1237668348686238293,245.453589876807,8.03926359454208
1237662636914835815,245.594209910904,7.44035485614925
1237668348686173368,245.323973946357,8.06156010116427
1237668330965370042,245.375753483213,7.98340169636734
1237668348149432983,245.426292398899,7.5892702751782
1237668348149367400,245.33352387891,7.61860222163822
1237662637451445137,245.219558581082,7.90415260308958
1237668348686107229,245.137257641512,8.10043653677123
1237662637451445418,245.120014522591,8.0252479947236
1237668348686042307,245.040646783307,8.11163723177179
1237662200438718590,245.284681914088,7.27811312397644
1237662637451117751,244.419505857845,8.16815568377155
1237662637988053196,244.686748731199,8.43236920903172
1237668348685845364,244.590426768202,8.36703039383782
1237668331501912770,244.715303145938,8.58757240113795
1237662638524924536,244.700849302124,8.91550243548441
1237668349222781510,244.817221689893,8.61661186948048
1237662638524989657,244.883820992192,8.85162897564911
1237662637988184148,244.897949271146,8.41452814443266
1237668349222847069,244.929380860012,8.63230409809557
1237662638525055785,245.034615161056,8.70322951181617
1237662637988184639,244.962207971578,8.39680855569512
1237668270843298248,245.114737729498,9.21593948942743
1237668349759718064,245.090757128842,8.93993351783543
1237662638525251957,245.414488879619,8.65390365469008
1237662638525186861,245.320520051461,8.77034088261907
1237662638525252389,245.439224320808,8.62649491597418
1237668270843429200,245.461682080473,9.10816211695152
1237668270843364480,245.24262401695,9.21209507790256
1237668349759848944,245.409633312762,8.92442214119978
1237662638525318454,245.682382231937,8.58504877230929
1237668349223174697,245.627184289933,8.4090492075324
1237662637988512408,245.643171153851,8.18511527001477
1237668349223175180,245.68290920896,8.38128400298348
1237668270843560627,245.662006763212,9.02924426304078
1237668349759980074,245.69224417707,8.85369549482826
1237668349759979922,245.60044033405,8.8302564299805
1237668332039307634,245.925432475218,8.49335256362092
1237662638525448969,245.888432149064,8.52794950309114
1237668270843560688,245.788061504564,9.10840308582427
