objid,ra,dec,gmag,rmag
1237668271915795294,242.590503481102,10.8423205069868,20.75883,18.97613
1237668311093740070,242.694936968312,11.2006116425419,19.52222,18.04165
1237668270842118628,242.555074030088,9.99151580528669,19.30613,17.95822
1237668333111411084,242.558701563409,10.2752154987658,19.6545,18.15392
1237668310556803920,242.279343830861,10.7053811816859,21.46498,19.65417
1237668271915663767,242.311651530011,10.9824465131322,18.86219,17.54273
1237668271378727571,242.067454813211,10.5738729155382,19.7767,18.38874
1237668271378728051,242.093763432479,10.5883082473157,21.45559,19.50326
1237668332574343945,242.055268021088,10.1552442182756,20.71801,19.3451
1237668333111149105,241.913493401591,10.4269106410793,20.16346,18.37258
1237668365315540155,242.807215756962,11.4631675869792,21.1168,19.46042
1237668365852999757,244.212621788441,11.4852135939127,21.0459,19.5961
1237668333111411197,242.5272075443,10.3071809357729,19.92508,18.38537
1237668333111345471,242.45232640407,10.2984990495552,19.90814,18.71405
1237668270841987948,242.169091378146,10.1321816934966,21.18764,19.20082
1237668350295212497,242.155748865403,10.3078586632811,20.59255,18.91349
1237668271378728121,242.138939365389,10.6488875391427,20.87842,19.02566
1237668333111215317,242.191865916929,10.4809410050819,20.89153,19.51905
1237668333111214931,242.040576636569,10.3888278753013,20.7832,19.2573
1237668270841856616,242.025687356254,10.3108113291648,20.27245,18.66035
1237668333111148648,241.927099576363,10.4167890579137,20.67814,19.35265
1237668332574278142,241.925300097307,10.0432632157053,20.43095,18.69053
1237668270841856925,241.928402560476,10.2901253172272,21.3079,19.6116
1237668271378662308,241.889100661288,10.7104296097275,21.78117,19.71993
1237668332037407189,241.746391883974,9.79263067119263,19.44506,17.93876
1237668333111018267,241.651561564493,10.5269078569033,20.70915,19.15581
1237668333111018196,241.630844439318,10.5392476147257,21.28674,19.30361
1237668270841659806,241.529578871816,10.3893103858723,19.01194,17.72037
1237668270841594730,241.370290159885,10.4935747287958,21.88511,19.30886
1237668332037145679,241.217250161665,9.88028023101261,21.01453,19.38148
1237668332037210970,241.307483101145,9.91926378481427,20.92976,19.22387
1237668332037210534,241.34769215663,9.85767297007164,21.07234,19.10511
1237668332573950664,241.080741188969,10.3090304622148,21.70828,19.7157
1237668333110887221,241.320514538186,10.6049671957825,21.4895,19.72011
1237668333110821944,241.301196017926,10.7564140673492,20.79388,19.1055
1237668349757948266,241.110795134716,10.0867199510797,21.08298,19.53127
1237668349757948445,241.129710916345,10.0081235641159,20.70673,19.00809
1237662638523286112,241.041719251574,9.60501049433048,21.10887,19.34928
1237668332573950159,241.079621135709,10.3308067729673,19.75854,18.21959
1237668310556279430,241.095821123085,11.1189394400295,21.61948,19.57395
1237668271378334191,241.152754267884,10.9124775156716,19.39956,17.96729
1237668271915139620,241.250039157449,11.3601477732123,20.84041,19.14537
1237668271915205398,241.299664541715,11.3477909555369,21.22865,19.3891
1237668271915140115,241.198150776299,11.3467808119409,21.04368,19.34974
1237668310556279075,241.122568355936,11.0793298830887,17.27157,16.38078
1237668310556541742,241.748454929544,10.8735110952395,21.38157,19.48498
1237668271915467099,241.913009999018,11.0993772038403,21.27771,19.35789
1237668311093542967,242.147722949826,11.2210992270064,20.58484,19.46921
1237668310556672827,242.033820267341,10.912246625645,21.13704,19.40723
1237668310021177668,244.931405389848,9.54807072556784,17.35082,16.5966
1237668333112460812,244.926122583433,9.64897326539943,21.57065,19.6536
1237668271380038888,244.951357344865,9.77743910690941,21.30551,19.44947
1237668271380038769,244.923147092037,9.77644770146349,21.17228,19.30983
1237668310557982907,244.989674497256,9.9224281442794,21.80724,19.56113
1237668310021112937,244.809153045872,9.55553637790268,21.59776,19.71653
1237668310021112913,244.817070936803,9.59857838748261,20.85156,19.35069
1237668271379907378,244.764724455847,9.94509679808507,20.02636,18.4532
1237668332575523412,244.581435178123,9.31488997411114,19.90745,18.35369
1237668333112394604,244.694674992312,9.73341227425439,21.50135,19.6368
1237668271379908118,244.746446359563,9.78103561855594,20.78461,19.58815
1237668349759455651,244.539496753409,9.24492523653035,21.14198,19.38771
1237668270842970156,244.36079783468,9.45658533697814,19.57202,18.13777
1237668333112263038,244.439652109622,9.77672195008392,18.91982,17.59783
1237668349759390245,244.311211544333,9.14595638650695,20.44931,18.80472
1237668349759325427,244.292871074999,9.32931711558004,21.63168,19.56068
1237668310020850397,244.18042764965,9.72422611645413,20.69804,19.37337
1237662638524662872,244.117489478622,9.04038455433729,21.48523,19.50923
1237668332038456088,244.052425268813,9.16936744836635,21.43957,19.36306
1237662638524662195,244.160908187005,9.07953984145414,19.44492,17.95873
1237668349759324967,244.122264939615,9.2352601138091,20.66498,19.11298
1237668349222388411,243.883715346495,8.84543745981394,20.11793,18.65965
1237668332575195608,243.902264985175,9.50592242074845,19.51339,17.94874
1237662637987660659,243.809804049816,8.60204760207119,19.91059,18.41275
1237662637987661174,243.758252953723,8.68669874466684,21.58983,19.47094
1237668349222322905,243.748316347106,8.90725426432284,19.63475,18.08691
1237668332038324252,243.770451033903,9.24453011751236,21.63916,19.63101
1237662638524531703,243.811116493599,9.15120930447553,21.36344,19.52587
1237668270842642701,243.670707936379,9.76536000614891,19.37336,17.9043
1237668270842578114,243.649615319703,9.82690182954544,21.29219,19.50939
1237662637987529161,243.469540154462,8.61996054312211,21.49542,19.63091
1237668349759062707,243.544488074358,9.3441630664438,20.55707,19.08891
1237668332038193524,243.495035352229,9.31497496176179,19.22229,17.79439
1237668332574999032,243.489861474493,9.62430250323331,21.56431,19.59874
1237662638524203726,243.197752897726,9.26284869287577,20.36818,18.56737
1237668332038063176,243.262588975603,9.37473667225208,20.97685,18.96399
1237668349758931707,243.297382132927,9.61116535463587,21.51447,19.56871
1237668349758866427,243.246943058137,9.60502248912197,21.75009,19.40341
1237662637987398252,243.205297939642,8.89272837773335,21.00229,19.15818
1237662637987333464,243.073854796155,8.91511826618616,21.4291,19.60948
1237662638524138138,242.974844939241,9.28458125016613,19.53505,18.07532
1237662638524138161,243.025518754571,9.31747709576778,20.81617,19.18324
1237668349758799914,242.953199360263,9.509878089054,19.17246,17.80035
1237668349758800416,242.997848589003,9.5693967595987,19.48808,18.00821
1237668332037865564,242.806118243328,9.50899258291675,18.40403,17.14731
1237668349758735137,242.873051735644,9.51918087600312,20.84421,19.16717
1237668349758538313,242.520114873029,9.73401972382244,19.14032,17.54319
1237662638523941593,242.460690045768,9.31126300194262,21.42082,19.43208
1237668332037603992,242.228189772405,9.64594699746,19.39929,18.02172
1237668271915729432,242.541411743084,10.9897747953361,21.28792,19.36538
1237668310556868922,242.42231468318,10.6816879287301,20.73685,19.48938
1237668270842053178,242.378707883173,10.045296652259,21.55947,19.64993
1237668310557066029,242.876812148224,10.5579289399444,21.82421,19.52807
1237668270842380911,243.118435308212,9.89482740097775,20.37869,18.52678
1237668310557197009,243.137269575454,10.4874074253273,20.04414,18.68475
1237668271379251505,243.253221465851,10.3607588459816,20.02172,18.3811
1237668311631003727,243.583184973934,11.3202530941377,21.20647,19.57439
1237668365315867095,243.538483727967,11.2657286455011,19.37243,18.01544
1237668271379383371,243.584006902348,10.2922657186279,21.41603,19.66497
1237668271916319353,243.8215730713,10.5670415420852,20.57771,18.99456
1237668310557459191,243.743330155207,10.3936186916887,20.32602,19.2537
1237668311631069814,243.744972707823,11.2431845854999,19.74557,18.38163
1237668365316063711,243.971643132372,11.0977155036064,21.97593,19.68381
1237668310557459593,243.850405467302,10.2937566241536,21.12754,19.3217
1237668271379514387,243.828366054934,10.1457106159472,21.15255,19.44195
1237668310557459532,243.823680136133,10.2709183249249,20.32416,18.68984
1237668272453321273,244.124765985676,10.8218725104915,19.15819,18.00561
1237668271916385014,243.962410977247,10.6162469261148,21.14633,19.24166
1237668310557590138,244.029408640869,10.2472840992001,19.87651,18.49456
1237668311094526451,244.399751435637,10.6479191291878,21.07151,19.25561
1237668365316326563,244.556770508874,10.8895681564301,20.81573,19.4258
1237668271916712615,244.667718007864,10.3108959193247,19.58993,18.14909
1237668272453583554,244.832438880894,10.6646467487979,20.28842,18.75606
1237668310557852191,244.752067601007,10.1322229671841,20.43384,18.89167
1237668311094723616,244.847646598846,10.4383381813519,21.48029,19.5962
1237668311094788361,244.884989875953,10.389309356171,19.23231,17.89019
1237668272453714840,245.034200151314,10.5859940019898,21.39029,19.51802
1237668272453714169,245.005661930563,10.5901666150299,18.85052,17.44827
1237662636913722073,243.119173579561,7.97245009871259,20.67807,19.11389
1237662636913722029,243.187440481913,7.96283542070416,20.40118,18.81694
1237662534362792532,243.203183670874,8.10157640374721,20.48809,18.71609
1237668348148384778,243.168982001066,8.21279026318981,20.80191,18.83349
1237668348685190218,243.126228522732,8.61343177097505,21.73179,19.64564
1237662636913590554,242.901686225814,8.01712916228627,19.18055,18.09216
1237662637450461317,242.927477365441,8.37792665039699,20.33179,18.69992
1237668330964255248,242.866352911847,8.54673601982931,19.2812,17.91301
1237662636376719833,242.730989725167,7.55085746025481,20.92874,19.04291
1237662636376785637,242.929712749593,7.50654466189344,21.00249,19.30912
1237662534362661169,242.806576007981,8.12658495337321,21.01995,19.18349
1237662534362595878,242.710548898146,8.15352027640313,20.03037,18.29295
1237668330964255236,242.842048739004,8.54874788751449,19.31415,17.89536
1237662636376654537,242.609359411289,7.60601018379385,20.68674,18.98123
1237661951353094617,242.506997828992,7.91632449164126,20.56941,18.89212
1237661950816158705,242.240837120182,7.51143111769559,20.54186,19.19254
1237662636376589437,242.404165174021,7.71896311806975,20.86777,18.88456
1237662200437408920,242.369303081262,7.85116506964498,21.29838,19.25838
1237662636913328693,242.286031188282,8.09459558452638,19.98707,18.62874
1237662534362464489,242.447876147428,8.21330912699096,21.03204,19.13092
1237662534362465068,242.38174082184,8.30670982354761,21.44966,19.46597
1237662636913329802,242.320881534447,8.13132417218657,21.39608,19.69625
1237668348147991406,242.306239167832,8.40871176293097,21.30499,19.30261
1237662199363601760,242.064475029774,7.07804136273792,20.73472,18.88948
1237661950279287304,242.137553660285,7.09024552292061,21.41567,19.39165
1237662199363600512,242.006776387877,7.08211213862449,19.78674,18.17573
1237662199900406453,241.930343023432,7.52832451127592,19.3125,18.01687
1237662636376392104,241.978161737251,7.70860266811431,18.45316,17.22857
1237662636376393138,242.07501961629,7.81554994568037,21.77257,19.48198
1237662199363470187,241.721699504482,7.03959796988814,21.36033,19.37662
1237661950279090600,241.733737185096,7.21246355199863,20.94673,19.30981
1237662636376261254,241.665502198751,7.76558522049606,20.33817,18.64359
1237662200437277074,242.03603086223,7.94140806997112,19.38754,17.93878
1237662636913263021,242.085061627028,8.08713440119404,20.55606,19.41145
1237662200437276937,241.954393940746,7.95050501774995,20.85366,18.90751
1237662636913263149,242.034794074734,8.17141925069043,19.33981,18.02816
1237662636913197690,241.970851023346,8.16589779257029,20.64779,19.18816
1237662636913132126,241.884280438689,8.28426185489203,19.54542,18.05861
1237662534362268532,241.945905697536,8.37007338671255,21.23956,19.67571
1237661951352832757,241.80740383689,8.03955420515059,21.36609,19.46272
1237662636376261951,241.763923658045,7.90703340365032,21.30808,19.36661
1237662636913132237,241.753823501518,8.25580225207594,21.13663,19.3446
1237661950815896073,241.630121940866,7.65199230394399,20.17053,18.62762
1237661950815896114,241.600042069629,7.74221154268099,21.12278,19.25337
1237662636913067141,241.649129376627,8.22539932367307,21.70181,19.66243
1237662636913066083,241.657009705542,8.27485596313372,21.54792,19.64025
1237662635839260086,241.361282316702,7.37038941755063,22.00196,19.64493
1237662199900144948,241.373351106991,7.61351981762857,21.84794,19.69005
1237662636376195716,241.505454764392,7.81833747396857,21.08758,19.31833
1237662636376195617,241.522419020134,7.85313929234576,20.28646,18.79123
1237662200437080297,241.512129632829,7.99200364388789,20.53844,18.98323
1237662534362071588,241.566420541186,8.54159666542201,19.87016,18.4245
1237661950278828261,241.129343096538,7.36314359891891,18.89753,17.83649
1237662199900078784,241.195232472938,7.65306800568658,20.7164,18.87707
1237662635839128197,241.023288038966,7.60344732396658,21.23896,19.45445
1237662636912935433,241.297275810366,8.33161027154484,19.39923,18.01206
1237662636912869991,241.270316186441,8.31822164229072,20.56891,18.87913
1237662534361940214,241.284471347071,8.5189278735651,20.51965,18.92856
1237662636912804446,241.112039521506,8.4674102703721,20.17821,18.51512
1237662637449675139,241.126573132362,8.88042728074696,20.07807,18.55335
1237662637449675158,241.097255491648,8.72734858129495,19.54908,17.97046
1237668332037211116,241.333345628986,9.86584144503762,21.58822,19.36525
1237662637449806497,241.490418993158,8.67580502578952,20.16849,18.82511
1237662637986611771,241.429168829311,9.09650452419018,21.14195,19.39547
1237662637986677361,241.553295735185,9.23590158937361,20.69501,18.8448
1237668349221339500,241.588470573339,9.42966275482626,17.77756,16.76558
1237662637986677462,241.601136109259,9.05652715655046,21.15576,19.2929
1237668330963665844,241.521636077589,8.85241940645723,21.53102,19.62945
1237662637449872093,241.543003103433,8.6460759859732,21.3481,19.31084
1237662637449871765,241.56857525257,8.63418202448235,20.4213,18.71125
1237662637449937583,241.705357144467,8.74976927347711,19.1854,17.90845
1237668332037407199,241.757534215476,9.79872022666289,20.09,18.50011
1237668332037407889,241.804832385781,9.66015459939245,21.58198,19.53247
1237662637986809212,241.897186933716,9.14054442582137,22.06649,19.65905
1237668332574343653,242.02912914667,9.97162114044186,20.37122,18.63333
1237662638523678899,241.929206334951,9.42259109631078,20.57233,18.2611
1237668349221536210,242.049076715342,9.35534985992474,19.44954,17.94367
1237668332037603968,242.192041290344,9.61670741346678,19.09265,17.83769
1237668330963927493,242.222449657237,8.80161087352828,18.7672,17.38775
1237662637987070136,242.484998665379,9.00063542823388,19.23866,17.8255
1237668349758735114,242.862350753031,9.53090363083553,21.29998,19.33806
1237662638524138159,243.00712517173,9.2379489757161,19.28899,17.99806
1237662200439046791,245.933078538704,7.03214152493046,19.92066,18.40757
1237668348149629390,245.955390411125,7.51249429906937,19.6633,18.16478
1237668348149629103,245.956140599232,7.58903696491324,21.31882,19.29441
1237662200438980667,245.821414747464,7.08091402530556,21.07189,18.96293
1237662636914966670,245.922014326134,7.24436995544339,20.98702,19.14396
1237662637451772690,245.837010873549,7.68140848831466,19.73802,18.186
1237662637451772695,245.85428692613,7.68369210622722,19.83305,18.24125
1237668348686434967,245.843403539579,8.07529349594151,20.18078,18.4865
1237662637988578466,245.814273714125,8.14881931558405,21.2626,19.76253
1237661950817665673,245.732772078486,7.03917737588654,19.00181,17.46317
1237662637451707083,245.66235852302,7.78600217820327,21.61271,19.45578
1237662637451641109,245.64586597096,7.826803110957,21.76196,19.66729
1237668348686238293,245.453589876807,8.03926359454208,19.61532,18.20472
1237662636914835815,245.594209910904,7.44035485614925,18.06277,16.69638
1237668348686173368,245.323973946357,8.06156010116427,21.76381,19.73618
