objid,ra,dec,gmag,rmag
1237668330965370042,245.375753483213,7.98340169636734,21.55325,19.40403
1237668348149432983,245.426292398899,7.5892702751782,18.4968,17.15897
1237668348149367400,245.33352387891,7.61860222163822,20.1677,18.43757
1237662637451445137,245.219558581082,7.90415260308958,19.61004,18.14026
1237668348686107229,245.137257641512,8.10043653677123,20.08014,18.51192
1237662637451445418,245.120014522591,8.0252479947236,21.07251,19.29693
1237668348686042307,245.040646783307,8.11163723177179,21.54333,19.58193
1237662200438718590,245.284681914088,7.27811312397644,22.85478,19.70868
1237662637451117751,244.419505857845,8.16815568377155,21.22461,19.06802
1237662637988053196,244.686748731199,8.43236920903172,19.31391,17.9312
1237668348685845364,244.590426768202,8.36703039383782,21.92102,19.72548
1237668331501912770,244.715303145938,8.58757240113795,19.50862,18.0957
1237662638524924536,244.700849302124,8.91550243548441,19.89225,18.29335
1237668349222781510,244.817221689893,8.61661186948048,20.97051,19.10528
1237662638524989657,244.883820992192,8.85162897564911,21.92693,19.66766
1237662637988184148,244.897949271146,8.41452814443266,20.7627,19.0362
1237668349222847069,244.929380860012,8.63230409809557,19.25488,17.89992
1237662638525055785,245.034615161056,8.70322951181617,19.68317,18.29633
1237662637988184639,244.962207971578,8.39680855569512,18.36136,17.29902
1237668270843298248,245.114737729498,9.21593948942743,19.90072,18.41514
1237668349759718064,245.090757128842,8.93993351783543,19.62619,18.11754
1237662638525251957,245.414488879619,8.65390365469008,19.61773,18.02695
1237662638525186861,245.320520051461,8.77034088261907,20.89584,19.06432
1237662638525252389,245.439224320808,8.62649491597418,21.69815,19.56538
1237668270843429200,245.461682080473,9.10816211695152,17.71447,16.54641
1237668270843364480,245.24262401695,9.21209507790256,21.33364,19.56598
1237668349759848944,245.409633312762,8.92442214119978,20.56371,18.85955
1237662638525318454,245.682382231937,8.58504877230929,21.64943,19.7013
1237668349223174697,245.627184289933,8.4090492075324,20.44583,18.71646
1237662637988512408,245.643171153851,8.18511527001477,21.10013,19.06459
1237668349223175180,245.68290920896,8.38128400298348,21.49764,19.4752
1237668270843560627,245.662006763212,9.02924426304078,19.74274,18.3575
1237668349759980074,245.69224417707,8.85369549482826,21.07989,19.31835
1237668349759979922,245.60044033405,8.8302564299805,20.97915,19.16003
1237668332039307634,245.925432475218,8.49335256362092,20.93414,19.15505
1237662638525448969,245.888432149064,8.52794950309114,20.49926,18.78749
1237668270843560688,245.788061504564,9.10840308582427,20.66122,18.98378
