gflux,rflux
0.8138876,1.579189
-0.6397954,0.6040738
0.0535275,1.348387
0.575256,0.3368706
0.178297,1.69972
-0.2280734,2.331367
0.1356414,0.7572256
-3.577922,1.86158
0.2544267,1.203006
0.682128,1.91669
2.087319,2.397599
0.2774298,0.7441999
-0.1252149,0.4876709
0.8786045,1.364969
0.3835445,1.750694
-0.388582,1.94854
0.1900062,-0.1726225
-0.5158209,0.7249616
1.525181,5.265066
0.2331471,0.9520399
0.634325,0.5245753
0.7091213,1.156536
1.001281,1.152111
0.02042122,1.252056
1.234491,1.312707
-0.09776195,1.086854
0.5290192,1.16508
2.132151,3.887625
1.057111,1.013175
2.789305,8.019436
0.7620301,0.6351402
1.292149,2.49503
3.594316,11.80165
0.2601976,2.157928
0.4134361,1.952725
1.309424,1.76302
-0.3987896,0.624411
1.616627,2.369223
2.548605,4.986538
1.325039,5.908403
1.382811,2.850357
0.7522591,1.606192
0.1141441,0.5544008
0.5359949,0.728243
0.1249313,0.5929615
0.8457345,0.8207365
-0.3297443,0.6342412
1.151026,1.186677
0.006425984,1.261997
9.087925,33.64839
0.5565491,2.241848
0.4504875,0.9838272
3.699106,3.527597
3.743411,8.892431
1.12044,1.047058
11.23718,20.24237
0.2182969,2.840118
0.9632107,2.484157
0.5325326,1.943669
2.050805,4.264865
2.681179,12.44899
4.807511,8.803396
1.453375,2.075059
0.9699906,4.806624
0.9417946,0.8552365
0.9289542,2.532247
0.4115182,0.7914262
3.575693,6.172384
0.1492098,0.7587696
1.771395,1.485438
0.9903408,3.017694
0.2087268,0.5974798
0.7652826,3.397421
0.6570508,1.353408
0.6390615,1.360554
-0.01901581,1.013159
-0.8283817,0.2772827
-0.04062636,0.3140639
-4.71444,-5.912465
-0.9457449,-1.075259
-0.05379932,0.7693689
0.1850929,-0.0270841
0.8057553,0.4740983
-0.003717105,0.4224958
0.3252233,-0.06255358
7.589831,12.07721
0.2614517,0.2676521
2.674761,3.807867
1.724188,3.496334
0.4808731,-0.4377373
0.9330616,1.666986
1.234465,2.939711
3.992341,9.349691
1.027005,1.261704
1.798873,7.456541
0.01515806,0.3450979
2.709224,9.431346
0.02600425,0.55824
0.3139572,0.741993
-2.385704,-2.867169
0.2176493,0.4901327
1.382206,4.418741
1.269465,4.397212
0.956267,2.212931
0.5739228,0.3892184
6.934545,14.01177
0.3000472,1.162678
0.5615897,0.7322218
0.6479455,0.9456096
0.5814072,1.766484
1.459569,3.363025
0.6123065,4.392598
1.049932,0.9341374
1.512128,1.587993
0.9270431,2.068553
0.2409187,1.015762
0.3454178,1.213297
-0.0163411,0.4352534
1.140705,0.3016686
-0.03196514,0.3820699
0.2933362,0.7752227
0.353027,0.3641797
0.3595223,1.491592
0.01943216,0.5061204
7.748159,18.53133
0.004144905,0.2331626
5.074389,8.022802
0.2828448,0.3863129
3.004165,18.35651
2.499141,5.516064
1.107414,1.44072
1.114124,2.145876
0.2932214,1.133582
0.5547739,2.648351
0.8698502,0.2863612
0.8379403,1.698822
1.064026,2.019728
1.566209,3.914004
0.987247,2.124964
1.506529,7.961371
0.8086349,0.7139798
1.205224,3.219256
0.9938109,1.031163
3.890823,8.003202
3.350777,8.326487
0.2861829,1.391232
0.4055788,1.999321
0.001588418,2.341879
0.6027006,1.639389
0.5843401,1.544982
0.8288869,2.169045
0.1571246,1.462362
0.9609867,2.86476
0.09222141,0.8167161
0.02073469,1.624051
0.3411101,1.296647
-0.01060928,2.136778
0.0708359,0.4537185
1.245247,4.380635
2.678997,7.243103
1.021526,1.720897
2.58872,4.187892
1.670576,2.179816
1.878914,7.682681
1.689716,4.658972
0.152144,0.3194018
0.02413355,0.735921
0.5975506,0.7581162
1.206429,2.188664
4.051376,2.907472
2.051653,4.387248
1.254424,0.5070312
1.994915,3.265761
0.3522334,0.9977544
0.3661661,1.205834
0.3279968,1.157897
0.7305557,1.227792
1.148526,1.13069
0.2198569,1.244985
0.3711899,1.587693
0.933127,2.721092
0.8959422,1.54068
1.921138,1.818236
1.945397,2.521629
0.3713654,1.075316
1.075606,0.9240478
0.1314135,-1.894431e-05
0.5762048,0.6254104
1.583732,1.411317
0.4774283,0.8577328
0.6236385,1.552883
0.01092709,0.9009519
0.2960007,0.9123179
0.01157794,1.243862
-0.06601588,0.2522254
-6.414454,0.6211389
0.3243063,0.6377378
6.462865,37.12049
0.1409491,0.6855926
-2.960347,2.705737
57.83739,143.9898
10.21523,24.47638
8.121058,18.83799
0.4854789,0.9538827
0.44465,2.151865
0.8196284,1.242578
1.435181,1.13755
1.246358,1.58871
3.645163,5.67945
2.475103,3.292708
5.329082,9.352869
0.2223323,0.4628951
1.493358,4.84967
4.376575,11.75469
1.234298,3.478492
7.805362,17.68793
1.64385,4.503823
1.704226,2.746748
0.0337177,0.6196026
0.04546493,0.5625254
-0.01388782,2.38308
0.4000094,1.572048
0.5706456,2.544943
0.7691417,1.182911
1.524158,1.347367
1.389709,1.464902
1.03676,2.058113
0.5962284,0.7259935
0.2953756,1.773313
0.42138,0.9779158
1.843081,3.293285
0.9959006,2.601638
1.849174,5.576004
2.530106,11.36449
2.074704,7.308708
0.1200892,0.5391951
-0.2663704,0.9233839
-0.2685745,-0.7613468
-0.6835015,-0.3831994
0.416267,-0.00385449
0.01628885,0.07649463
0.4286757,0.3193004
3.128616,14.34712
0.8407239,4.697581
3.163946,6.655152
0.711475,0.7884158
5.653483,14.82127
2.853107,5.324849
0.7101363,4.040792
4.910727,10.68283
2.620592,3.41376
3.505083,6.027124
4.326368,7.114007
1.158335,2.109216
0.6169428,1.743301
0.6671547,2.292407
-0.1777401,1.44276
0.6546139,4.895602
0.4216937,0.996251
0.573182,0.5346965
0.007895411,0.4091582
-0.001987435,0.6206756
0.1626228,-0.7603772
0.0003017598,0.06836791
0.6116855,0.4948561
20.39278,28.22481
-0.1005791,1.96603
22.40324,41.21937
2.396766,4.965209
0.04290178,0.9318582
0.01222938,1.387962
-0.0464081,0.1625038
0.0260295,0.1188643
2.921214,4.514124
0.2696521,1.951681
-0.7656561,0.03190547
0.0456806,0.6073379
1.22965,2.394345
1.364787,8.035038
0.8729143,1.07008
5.42494,10.45264
0.8306393,3.933417
1.375574,3.04605
0.8890959,2.530953
1.585885,5.270414
0.3224242,4.768511
4.847715,8.604206
2.471824,4.251745
1.235651,1.968068
7.128325,11.22913
0.8117203,1.424124
45.2323,177.949
-0.5169688,-0.02483569
0.1197092,0.6398539
0.114194,0.7692866
1.275237,4.139243
0.7145632,3.679936
1.908655,5.974863
0.1236383,2.132461
1.946942,3.779905
6.470987,10.13893
2.084232,2.465689
1.414217,5.778651
0.6065266,1.426978
0.6297702,0.6559017
0.9604596,4.016639
2.022229,1.367079
0.8970963,6.640916
0.8387429,0.7302824
0.9979217,1.513342
2.171094,4.928587
0.480675,1.568087
1.735685,2.508206
1.21119,1.560905
2.86062,5.773818
1.000763,1.236453
0.7725043,1.287501
0.9313024,0.8649657
7.341805,25.68169
0.2654707,0.05393562
9.823631,24.8973
18.3345,31.2231
0.2992203,0.644401
2.601343,8.640343
1.075412,4.712462
0.4311272,1.861297
-0.3479609,0.2256148
-0.2121542,-0.04022768
0.6197821,0.9639221
1.856448,4.23184
1.394085,4.743358
0.04358114,0.440363
-0.05140198,1.879736
0.786845,1.103809
0.7904871,0.8075304
0.8691376,2.454111
0.03840771,1.342591
-0.01517444,1.301249
0.5848169,1.44846
3.061355,7.050498
-0.116144,-0.2790499
1.390801,3.797514
0.8628505,2.965394
1.578053,1.619863
0.8815979,0.8162028
1.754211,4.371116
0.6621664,2.86277
0.06959901,2.353087
1.099943,2.189768
0.8245419,1.192261
0.1200636,-0.03545462
0.2302769,0.5752197
2.697733,4.594634
0.04745987,0.6414068
0.02232524,0.4132649
0.6089008,0.6646835
0.4178144,0.2537041
-0.3100828,0.2298791
-0.1935699,1.252154
-0.02798732,-0.8935935
0.8470455,0.07522677
-0.01737309,0.1147183
0.4690615,1.224837
0.2871095,0.3248081
0.0238599,0.09131229
0.2302499,1.215495
0.6921949,1.758744
0.8785703,2.253243
2.217378,6.847755
1.636596,2.727828
3.426026,3.450001
2.543936,8.672026
1.817281,5.319207
0.5616553,0.03552215
0.2936442,0.3009357
1.722962,3.980839
0.4233839,3.012977
-2.362171,4.303382
0.6297171,2.380481
0.3972082,1.798889
-0.05260877,1.107564
0.3327983,1.298467
1.028682,2.29356
1.184334,1.59838
0.8365082,2.624943
0.218504,2.4641
-0.6650252,1.599938
-0.395967,2.507125
0.4488477,0.6471038
0.2188589,2.116526
0.8561226,1.714819
85.15045,113.244
2.197609,2.608145
-0.370773,0.002558168
0.7085293,-0.1744572
0.003162721,2.225096
0.05162698,0.1833418
1.104877,2.440289
0.3869245,1.19321
0.5469421,2.001843
1.268542,1.495414
3.442764,6.024669
0.9269392,1.738995
1.507696,1.99694
2.449294,6.875929
0.9437748,7.649382
0.5170094,0.1637074
-0.2793434,0.5877728
-0.4988912,0.8132572
0.2504273,4.693748
0.9791533,0.1643329
0.2263688,0.7662323
0.7363329,1.504283
0.6169585,2.147676
2.27128,5.579686
2.656901,3.76624
0.09413058,0.6067706
0.9125701,1.546761
1.085802,3.041468
31.34907,49.45634
1.839489,5.608608
0.6678644,1.945096
0.9324613,0.7522195
1.760363,2.95762
4.109605,7.500719
0.5365067,0.7347092
0.3981594,2.839372
-0.4975286,1.5658
0.1144535,0.006450636
-0.1590569,0.9121678
-0.01271115,1.602194
0.2710673,2.071915
0.6701696,1.418211
-0.005193716,-0.2292632
0.8266819,1.360753
0.1040585,0.3760727
0.4081383,0.8840742
0.9954043,0.6204579
