gflux,rflux
0.3172101,0.9491056
0.4357293,2.71704
0.03943716,-0.04939571
249.4622,937.5571
-6.383367e-05,0.4109296
0.02457247,0.751708
0.04750527,-0.01421513
-0.001917362,0.6805514
-0.07817408,-0.6571145
-0.04764399,-0.2097256
3.241636,5.516383
0.006206111,-0.1200247
-0.701328,-0.006796108
-0.4483906,-0.6487409
0.2807926,-0.05461094
0.287666,-0.4984408
-0.06656525,-0.1469029
3.429627,1.69634
1.087032,1.923941
0.931996,1.204638
9.180317,19.38927
1.672156,4.802691
2.666483,6.661032
0.0386581,1.841676
2.20751,3.566067
2.02467,3.873896
3.30103,9.874309
1.799014,1.776265
-3.137264,1.020537
0.4198759,1.358355
-0.1731379,0.6981241
0.6228009,1.707156
0.2572134,0.5969971
0.2495239,0.3671429
1.137088,2.477693
1.085101,1.451474
0.8340536,2.107972
0.2214755,1.223488
0.4144331,1.207782
0.7273184,0.8942215
0.02782797,0.1074033
-0.02253709,-0.06395032
0.06139866,0.3560852
1.329343,11.63461
1.714726,16.9035
6.302741,9.445172
0.2961588,1.609446
0.6052571,1.880081
4.458639,10.65267
0.6290188,1.727847
0.8839653,0.8746217
0.5989184,1.550782
0.6436396,1.468085
-10.6086,0.1242243
-0.009037691,0.6608157
-0.1872035,-0.09487515
0.9261784,1.07279
-1.570564,-1.524222
0.8197587,2.273602
1.018262,3.235676
-0.004875093,1.319194
1.572317,0.1987399
1.695819,5.461941
2.232338,9.197311
1.305953,-0.3312114
1.661407,3.404112
0.8102054,2.954524
0.0494852,0.8349336
1.374692,8.35186
2.54299,5.438808
-0.01411255,0.08104424
4.12361,9.755264
5.148091,14.59335
-0.07474963,0.1995025
-0.1247861,0.08035666
0.5517752,0.2086677
0.3187087,1.50777
0.9571909,2.353749
4.431944,8.253126
0.845674,6.414795
-0.1851397,0.4264535
1.227574,3.493507
0.2141774,2.124123
-0.01244433,-0.0009758364
2.377851,3.278123
0.4507326,1.111295
0.1309726,1.917919
-0.0001562062,0.8785496
1.160655,1.421032
0.3294412,1.224289
0.01498406,0.1128976
0.4626829,0.7340474
1.116628,1.221405
-0.000649919,1.481092
0.2236234,1.227544
-0.1842066,-0.1016227
0.0325761,0.4327447
0.7883363,0.9514991
0.2437105,1.414877
0.001245328,-0.02988756
1.251742,1.403884
0.5633752,-0.1910785
0.8906384,2.488251
0.3508938,0.5463643
0.629524,0.8578579
0.1951192,0.3531323
0.4508133,1.114054
0.2654227,0.3691218
0.5673627,0.6418374
0.08511431,0.05208977
0.340854,1.535254
1.202729,0.9023148
0.422352,-2.001625
0.2029737,1.090892
-0.563782,0.7150313
-0.4898346,-0.05503229
0.09812671,-0.2136449
0.1519864,-0.5828787
-0.5204791,-0.1381681
0.09409953,-0.0327719
0.9534541,0.1783349
0.1240334,1.019716
6.309314,12.34741
1.255908,2.999854
1.646836,2.659376
1.954816,3.192699
0.9494347,3.873655
0.5461977,1.168553
2.951504,11.657
0.5571687,2.541436
1.373795,3.313026
0.05933212,1.618664
1.800682,3.696591
0.6211601,2.196031
0.2433033,1.574788
0.3962155,1.059444
1.154739,2.866124
0.1632583,1.13492
0.435959,1.577186
0.8207176,1.078871
0.1698723,1.451078
0.3942507,1.725785
-0.3444396,0.09780249
0.5283784,1.516272
0.5794703,1.203234
-0.0996847,1.11987
0.185562,1.433995
2.683498,1.121879
1.576362,5.398431
3.508373,14.19062
0.2351387,1.557835
0.5838325,1.556413
0.5203038,1.840955
0.1358876,1.260971
1.146402,1.511245
0.4751922,0.9759279
0.02746821,0.1803365
0.1648577,0.1525173
0.5541655,1.121356
-0.00212078,0.2545965
0.6216602,0.8861354
0.3725346,2.697842
0.03836037,-0.01614404
0.3397643,2.253139
5.160661,15.48475
40.25178,124.7171
4.451251,6.73305
14.66537,25.66838
-0.612372,3.508463
1.238936,1.769564
0.1091108,1.438902
10.09348,28.74046
0.002814627,2.149793
-0.0206078,1.024392
0.6991248,1.196838
0.4789327,0.8994269
-0.1207193,1.749493
0.9917105,3.36203
1.111638,1.957071
0.8767465,3.120483
0.04503463,-1.669339
1.529287,2.414589
1.024976,3.301997
0.3965874,1.058294
0.259077,3.947035
0.9338148,2.969819
1.248369,0.5615914
1.671685,4.572379
0.1024397,2.563513
0.1046386,1.440609
2.139926,2.84575
2.193805,5.301656
0.3296154,1.365757
0.7329962,1.697667
0.4684299,3.218549
0.7614411,2.746523
0.0354413,1.232275
5.051221,12.5628
3.436465,12.45866
1.22478,1.956784
0.7459225,0.3612371
0.6112744,0.09303334
0.2203756,2.058177
1.106875,1.559585
5.433333,8.600752
0.1293577,1.114448
0.9461969,0.001368671
1.242374,-0.03058717
1.17247,1.896816
0.7468079,0.5828537
3.498705,13.63224
0.687964,0.9591697
4.034853,11.88675
2.380335,3.560389
1.009286,1.149491
0.7902304,1.004658
0.8417087,5.05426
0.5522234,1.045618
0.1871813,1.457548
0.1617387,0.6668921
-0.1333564,1.08561
0.3355141,0.7842678
0.418631,0.5806471
0.3662406,0.3475834
0.3720643,0.9155727
0.1789868,0.5200511
-0.09675559,1.554807
1.703004,2.738529
1.571227,3.958826
0.8378531,1.979977
0.01460677,1.496887
1.350122,4.143599
0.08797428,0.8833666
0.03090783,0.1589674
1.227114,2.655193
2.034842,5.022757
1.092011,2.222336
0.2280323,1.797409
0.3181079,-0.7422293
0.75131,2.339183
0.4368441,-0.007118589
0.4575841,1.370981
-35.1911,532.376
4.221189,9.087862
0.7783673,0.03240113
0.2815195,1.889634
0.8784011,1.584979
0.7123085,1.428051
1.892995,2.289765
0.02736762,2.222814
0.2525004,0.579815
1.056942,1.34301
0.212025,0.6335089
0.4133409,1.424943
0.8426483,2.261515
16.40811,49.59182
0.3284362,0.922907
0.5346351,2.599624
0.4366514,0.6682524
2.583251,5.021174
0.7720066,1.342768
33.92561,118.2402
10.67533,27.84863
-6.139357,34.90981
5.740623,12.4593
0.3147127,2.883317
0.6527075,3.515371
37.39393,126.0652
15.89133,62.1562
1.632161,2.470323
1.17986,4.965646
0.6200464,2.932814
-0.33915,0.2698949
4.599924,13.95314
-0.0004128782,3.968087
0.3583479,3.205626
0.4461466,2.282184
0.86317,0.5868416
1.19706,4.099901
0.3174957,1.907082
0.1899838,1.356829
6.6069,24.52483
0.5528362,1.844916
0.1345138,1.242465
0.307533,-0.612676
6.431556,13.5473
0.1261337,0.2931423
13.15244,18.64134
0.8560664,1.763722
1.104084,1.920032
0.5004179,2.024074
1.807505,2.136629
0.1060223,0.4979836
1.158871,2.275181
0.01800803,-0.7213781
-0.07281116,-2.020891
-0.7248991,-0.359849
0.0769604,-0.7819242
-1.342279,-5.425302
0.6458719,-0.3616199
1.278404,0.7667893
0.2697301,0.7890316
0.9944586,1.308291
2.100781,9.817676
15.05669,34.19075
6.039372,18.14576
0.9117516,3.44109
1.278953,2.048573
0.4398365,0.056621
0.4338919,0.6304216
0.2612665,0.652995
1.173187,1.375757
0.4995052,0.7553803
0.9972947,1.368259
0.4689207,1.639961
0.5600803,1.606434
-0.3689465,-0.8201361
-0.09618239,1.362193
0.0909786,0.9965138
0.005880557,0.4551283
0.004348864,0.4039815
0.6791323,1.011164
1.458715,0.8779815
-0.1192672,0.4574513
-0.3060557,0.0282534
3.051098,10.74216
0.7658803,1.444687
0.2965113,0.6715115
0.3831683,1.349357
0.4686047,1.1352
0.6010371,1.663504
1.665252,7.268445
1.092234,2.997139
2.039567,4.98115
0.8194798,3.010799
2.984193,9.784031
0.6970097,0.7614072
2.033226,5.702081
-0.1401455,0.07314358
1.038365,2.076919
0.1988861,1.698981
-0.03303342,0.6806455
0.6151409,1.79433
0.6422959,1.662428
0.1218913,0.7902398
13.86613,34.94053
9.208096,30.63396
17.81746,48.25613
0.4068227,1.163025
0.7148229,1.274748
2.284619,3.601588
0.6582721,0.6639882
0.7965128,1.681814
1.479685,3.094828
0.56681,2.413199
1.455736,2.594752
3.949339,19.39233
1.937606,3.84407
1.132566,13.91596
0.005154415,1.699545
1.150721,2.253385
1.019622,2.140635
0.8073771,3.082596
1.092611,3.406125
3.382737,14.52132
1.375395,5.505322
0.1043883,0.8836965
2.376198,11.28442
0.9038101,2.259118
0.4390542,0.3941133
0.3460261,0.2683497
0.4526354,0.05624854
-0.6429712,1.262753
1.414421,0.04574722
-0.545541,0.09384263
0.6344015,-0.06647093
0.07482735,0.4209335
0.4762858,0.3615126
0.286022,0.432882
-0.08626985,-0.2039816
0.5531388,0.579841
1.770342,4.841233
0.01015809,0.2835142
-0.02737179,0.8433787
0.7757742,0.0008798646
0.5538875,0.3949879
0.3567047,0.4342656
0.241928,-0.1857106
-0.3402627,0.308419
-0.05444251,0.4163631
0.1774842,0.5722357
1.085679,2.966755
3.086015,5.633423
0.3949595,2.004999
1.379147,3.10795
2.11244,9.031178
0.5031564,1.212422
0.4900026,1.458456
1.00551,1.874584
0.8451092,3.089419
0.6608008,1.945726
1.187889,2.194692
0.05260547,0.5713738
0.3210451,0.8364539
0.3637025,1.293567
9.496372,16.91668
1.279409,4.24968
3.595476,16.2656
0.6895912,2.801351
1.465209,2.169232
0.3969331,2.609013
0.4480211,2.284776
49.39334,124.5766
17.27058,29.90125
0.03243222,0.3732536
0.08292575,1.124671
4.734622,11.41216
0.00201576,1.551856
0.5293006,1.668854
0.5884402,1.030449
0.1043309,2.580986
-0.2153807,2.52107
0.6263108,2.112355
0.7077967,2.318738
1.065819,2.059583
0.3247993,0.6976895
0.4366134,-0.04273332
0.749472,0.9925138
0.03489102,1.265555
0.004870785,0.3204788
0.2974422,1.054146
-1.903918,-1.116118
0.3720328,1.153653
-1.759808,-0.5728649
0.3186785,0.9595312
-0.1553944,0.5533427
0.5652291,0.9136516
0.3691219,1.182545
0.3099259,0.6654133
-0.1268459,-0.09363217
33.38845,77.47633
0.3373946,1.61312
0.2914561,2.881704
0.2963669,2.694633
9.979313,33.42849
0.4429809,0.7882232
5.274865,10.59818
0.4953382,4.638237
0.5116774,0.9648066
1.453981,4.921443
2.664714,7.336681
0.6313167,0.8075495
1.994379,3.015171
0.2724361,0.7147391
0.6103403,0.9190774
0.01478745,1.273192
-0.4484511,-0.5884147
0.01041882,0.5380569
0.8993085,0.9017288
0.1469416,0.1572812
0.2100769,0.4785183
0.1110769,2.451919
0.04890548,0.2751777
1.094981,1.648559
0.3858682,-0.07624939
1.195889,2.044203
3.362947,8.663881
1.623408,0.09894887
0.9114881,1.737108
8.158365,8.818651
-2.055177e-05,1.101152
3.759791,14.89502
10.9281,30.77726
0.8522522,4.857546
3.084902,7.733669
0.9799262,4.551818
0.2614563,0.7468837
-0.04088429,0.8494137
0.1207405,0.1304234
-0.2039377,0.005309212
-0.3150682,0.7334359
0.2473912,0.3984139
-0.06605995,0.2621972
0.2496711,0.1283847
0.3534344,0.3068359
0.01039985,0.968026
-0.122405,1.559652
0.1757245,1.074367
0.3126222,1.284612
-0.3401101,0.5742124
0.4233107,1.101478
5.193863,10.47468
0.2454462,0.1581571
53071.19,78884.27
-1.762832e-05,4.863395
1.820991,2.535562e-05
0.4755917,0.6581171
0.3827889,0.5373185
3.671996,10.9193
0.6204007,1.298516
1.159499,0.850045
2.36491,4.082518
0.7597926,1.574613
2.189033,4.447036
1.162207,2.883593
3.85957,8.593313
0.987774,5.373536
-0.0186037,1.300071
4.813135,11.98308
0.3023827,0.8551043
16.47191,28.9586
0.6482856,1.278053
0.8191532,0.7441941
0.9487846,2.398527
-0.001393013,5.330141
0.611666,3.620685
0.3441179,1.307661
0.619186,1.076313
1.542559,3.050132
0.6356433,1.680048
1.136222,2.182946
0.7679216,1.706654
10.26369,21.48365
1.506024,2.176823
1.393112,2.204265
0.6269938,1.732927
0.6203494,0.7499279
0.9362256,0.5269904
0.132429,2.9427
1.96178,0.9789903
3.054418,3.731975
1.018344,2.150702
-1.567772,1.894348
0.7769134,0.1573142
0.02452261,2.122884
0.08430214,2.361766
0.04470013,1.311596
0.3143798,1.040625
1.633534,1.487199
1.902639,2.318573
2.091714,5.225191
-0.2431145,0.01200443
-0.09340251,-0.04254563
0.4041909,0.7651585
0.4523518,0.8550099
17.04702,4.661081
0.4913403,-0.08603059
0.06296705,0.1332996
0.6281098,7.220418
-0.1462108,-0.4390024
0.1995395,0.1278369
1.190098,2.78565
1.006053,2.810648
6.536411,15.95473
1.351543,3.293915
-0.04901041,-0.1010409
0.9997694,2.221529
2.503422,6.952326
0.02020668,1.394814
-0.2158144,0.8506815
0.5980276,0.8720276
0.6897932,1.692257
0.1576365,0.5078846
0.9166198,1.07527
0.538937,1.052775
0.7128332,0.7697462
0.3646775,1.381661
0.3280783,0.9888041
0.1210327,1.760706
1.212758,6.955274
2.158257,4.013763
0.9987764,2.047169
2.681664,5.765371
2.167826,4.008311
0.4746727,2.37513
-0.1864244,0.400464
0.1083508,2.139522
164.5773,713.5476
2.0523e-05,2.66665e-05
0.5714245,1.817977
-0.03533126,-0.1984272
-1.803342e-05,-2.342812e-05
183.3411,323.2796
2.052587e-05,2.666038e-05
-0.06372235,-0.1974395
0.1485715,-0.1723195
-0.01195118,-0.01628202
-7.237878,194.8835
2.052207e-05,2.666254e-05
-0.2230356,-0.1057345
1.983058,2.348532
0.8478048,2.754626
1.28691,2.952691
0.7446632,2.56035
0.7851308,1.684917
1.410972,2.38688
0.9088085,1.374715
0.3234146,1.5782
0.8769968,1.513517
0.7097169,0.6056763
1.048738,1.80281
-0.7811698,-4.536746
0.0009357188,0.003749985
4.492858,16.078
2.991266,10.12811
1.487362,5.180292
1.389193,3.026622
0.9341112,3.25889
0.9831353,0.7258273
2.100483,4.497438
2.940181,3.382923
1.055196,1.901977
1.192078,2.436016
1.052837,1.560272
0.003257375,2.289987
0.4185587,1.445846
0.3720103,1.723286
2.742617,0.006489932
0.3285484,1.10015
0.2056837,0.02392889
-0.09539409,0.5758898
-1.307872,2.136364
0.09438873,1.573223
0.07890169,0.8716218
1.397118,3.706186
0.05747234,1.149832
-0.004640449,0.5431716
0.578168,1.095544
-0.03532984,2.325818
0.2384798,-0.05531153
3.217606,7.164583
0.2917948,-0.001605428
5.368039,9.070874
0.1005087,0.2481365
0.304137,0.610972
2.086226,3.841338
1.641668,2.834749
3.01019,7.966136
1.153614,1.768313
1.350549,4.733195
0.7370647,2.057514
0.9732555,1.734501
0.8516723,-0.6895466
3.809753,6.352825
0.1598574,0.9223372
4.332573,14.6069
2.957803,0.07525163
-0.3861499,2.855887
1.403946,3.731782
0.7810305,1.58962
5.975604,6.234679
2.541014,3.754432
1.850146,3.200888
1.448108,2.544326
0.7113953,1.715693
2.797186,9.868479
0.9770599,1.781248
1.976227,3.784064
0.09943367,0.1097254
0.02195103,0.1453668
1.781928,6.453325
10.00197,20.03585
17.0423,70.07847
0.3030162,0.2707962
0.8315845,0.4520137
1.042314,1.796492
0.3059232,0.8013797
0.2095813,1.041734
-0.01346203,1.88897
0.3235576,0.6467154
0.0002882899,2.016183
0.3062814,1.094929
1.297766,4.994904
1.796179,6.893139
0.2747882,2.095085
3.724004,7.848098
0.3439682,1.843014
0.236711,0.6939186
0.0277023,1.127362
0.5688855,1.947134
0.3124564,1.426601
0.8093578,0.6551979
0.09945507,3.616979
0.02803656,2.133394
-0.3900891,1.364169
0.2875238,2.425111
-0.6861433,2.101646
-0.352581,0.9888334
0.5756833,0.3512624
0.1066152,0.7243873
0.5544694,1.131105
0.2599291,0.394478
0.594573,0.1705055
0.05546633,0.4895832
1.705292,2.947276
0.4016334,2.338757
0.6323504,1.263242
0.3562848,3.539646
-0.0002987923,0.8131116
2.235554,5.336272
0.1754831,1.525002
19.38806,4.24644
0.1956368,0.5720915
0.658206,2.993062
0.06692015,-0.002916324
2.766267,5.302182
5.574885,11.2072
0.04497729,0.2209829
2.954567,7.428512
0.851623,2.881216
0.5774659,2.454246
1.469227,5.175017
0.5951303,1.600958
2.526359,3.938585
1.888458,2.92381
0.7757949,3.497913
-0.08120824,1.185522
-2.013645,0.9178801
-0.4376476,-1.154668
0.9936087,1.918082
2.35133,5.971445
1.095955,2.808283
1.994016,7.591609
0.2954672,4.534927
1.719118,5.391017
0.038867,1.301274
0.3202459,2.761924
1.122588,3.226725
0.133872,0.5213338
0.2096833,0.8159384
-2.11347,-0.001503159
0.1961128,1.269157
0.3269615,2.147842
0.490432,1.808341
1.802736,1.948559
2.191147,2.297797
2.335285,3.494691
2.059149,5.571811
0.6286898,0.8513972
0.5558626,3.293814
2.942713,6.685479
-0.05162412,-0.06582823
0.7720186,3.052359
0.7874559,1.02636
-0.008819958,2.081224
0.9923259,2.732336
1.795964,4.459555
