objid,ra,dec,gflux,rflux
1237668271379251505,243.253221465851,10.3607588459816,9.801147,44.41764
1237668311631003727,243.583184973934,11.3202530941377,3.289171,14.79838
1237668365315867095,243.538483727967,11.2657286455011,17.82455,62.20475
1237668271379383371,243.584006902348,10.2922657186279,2.710877,13.61371
1237668271916319353,243.8215730713,10.5670415420852,5.872402,25.24436
1237668310557459191,243.743330155207,10.3936186916887,7.40506,19.88394
1237668311631069814,243.744972707823,11.2431845854999,12.64008,44.396
1237668365316063711,243.971643132372,11.0977155036064,1.615424,13.37959
1237668310557459593,243.850405467302,10.2937566241536,3.53754,18.67683
1237668271379514387,243.828366054934,10.1457106159472,3.456904,16.71852
1237668310557459532,243.823680136133,10.2709183249249,7.417737,33.4241
1237668272453321273,244.124765985676,10.8218725104915,21.71281,62.77033
1237668271916385014,243.962410977247,10.6162469261148,3.476781,20.10576
1237668310557590138,244.029408640869,10.2472840992001,11.20387,40.01049
1237668311094526451,244.399751435637,10.6479191291878,3.72515,19.849
1237668365316326563,244.556770508874,10.8895681564301,4.715729,16.96912
1237668271916712615,244.667718007864,10.3108959193247,14.58859,54.99986
1237668272453583554,244.832438880894,10.6646467487979,7.666028,31.44643
1237668310557852191,244.752067601007,10.1322229671841,6.704788,27.75382
1237668311094723616,244.847646598846,10.4383381813519,2.554742,14.50404
1237668311094788361,244.884989875953,10.389309356171,20.28002,69.81088
1237668272453714840,245.034200151314,10.5859940019898,2.776051,15.58717
1237668272453714169,245.005661930563,10.5901666150299,28.82614,104.8802
1237662636913722073,243.119173579561,7.97245009871259,5.353629,22.61674
1237662636913722029,243.187440481913,7.96283542070416,6.909592,29.73147
1237662534362792532,243.203183670874,8.10157640374721,6.377903,32.62567
1237668348148384778,243.168982001066,8.21279026318981,4.776194,29.28173
1237668348685190218,243.126228522732,8.61343177097505,2.025016,13.85832
1237662636913590554,242.901686225814,8.01712916228627,21.27028,57.96053
1237662637450461317,242.927477365441,8.37792665039699,7.365777,33.11501
1237668330964255248,242.866352911847,8.54673601982931,19.38705,68.35865
1237662636376719833,242.730989725167,7.55085746025481,4.249206,24.14488
1237662636376785637,242.929712749593,7.50654466189344,3.969923,18.89446
1237662534362661169,242.806576007981,8.12658495337321,3.906507,21.21246
1237662534362595878,242.710548898146,8.15352027640313,9.723341,48.17444
1237668330964255236,242.842048739004,8.54874788751449,18.80741,69.4789
1237662636376654537,242.609359411289,7.60601018379385,5.311038,25.55632
1237661951353094617,242.506997828992,7.91632449164126,5.917449,27.74246
1237661950816158705,242.240837120182,7.51143111769559,6.069613,21.03624
1237662636376589437,242.404165174021,7.71896311806975,4.494901,27.9363
1237662200437408920,242.369303081262,7.85116506964498,3.021777,19.79857
1237662636913328693,242.286031188282,8.09459558452638,10.11898,35.35902
