1237661949742220315,21.52961,19.42973
1237661949742154861,21.40247,19.50092
1237662199363273343,20.17399,18.54816
1237662199363207865,20.05827,18.63206
1237662635839128759,21.15819,19.46239
1237662200436949600,21.03622,19.08955
1237662636376064664,19.27347,18.15704
1237662635839259264,19.51522,17.95915
1237662199900144906,21.20445,19.33277
1237662635839324614,19.59193,18.06464
1237661949742023354,20.97891,19.2844
1237661949742089343,20.39183,18.87267
1237662198826468447,21.45738,19.62225
1237662198826468160,21.22575,19.32143
1237662199363404327,20.35017,18.69188
1237662199363338825,20.32441,18.77858
1237662198826599415,20.9858,19.27521
1237662635839455789,21.1714,19.39921
1237661950279090599,19.56478,18.10494
1237661950279156711,20.78721,19.22508
1237662198826664639,19.74109,18.18072
1237662199363535483,20.69158,18.88379
1237662199363535402,20.51593,18.84704
1237661949742285663,20.98975,19.34768
1237661949742285489,20.91579,19.04373
1237662239101682567,20.50076,18.8909
1237662198826664551,20.58687,18.97978
1237662198826730711,20.98238,19.45838
1237661949742416676,20.96279,19.04815
1237662239101682747,21.06959,19.57871
1237662239101747725,20.02396,18.49372
1237662199363601712,21.88631,19.61188
1237662199363667280,20.92528,19.15755
1237662239101812859,20.99818,18.78916
1237662198826795942,21.2292,19.33687
1237661950816093424,21.51006,19.47259
1237661950816158460,20.61883,19.14472
1237662635839652515,21.21278,19.56055
1237661950279287825,20.79995,19.0903
1237662199363732119,19.59448,18.17858
1237661949742481952,20.14257,18.51196
1237662239101812928,21.17215,19.16931
1237662636376588446,20.0037,18.47858
1237662636376589103,20.69554,18.86284
1237662635839717720,21.15072,19.25294
1237661950279418916,21.51245,19.57986
1237662198826992917,19.57351,19.31534
1237662636376589110,20.42817,18.74074
1237661950279418582,21.50197,19.48213
1237661950279484449,20.21335,19.09978
1237662198826992326,19.56627,18.1897
1237661950816354929,21.01349,19.08025
1237661950279549876,21.92464,19.65529
1237661950279681088,20.93359,19.27961
1237662199364059839,21.31128,19.75586
1237662635840111423,20.48179,18.81394
1237662635840111920,21.32663,19.30397
1237662199364190834,19.85498,18.37491
1237662239102337533,19.42085,17.91192
1237662635840177293,21.25585,19.09085
1237661950816682538,20.70633,18.84019
1237662635840307701,20.93164,19.1746
1237662199364256384,20.79639,19.10137
1237661949743072246,21.0068,19.32244
1237662199364321873,19.57159,18.06438
1237662635840373396,21.28626,19.31847
1237662199364387596,21.15124,19.28513
1237662199364453021,19.53975,18.03324
1237662199364453317,21.37226,19.72527
1237662200438850753,21.43818,19.27263
1237662636914835816,18.17187,16.85956
1237668348149498893,21.38958,19.58903
1237662199901913802,19.59595,18.28902
1237662635840963256,19.80043,18.27223
1237662199901848771,22.2737,19.67146
1237662199364911783,20.52818,18.82212
1237662635840897207,21.23375,19.48712
1237662636377703879,21.11536,19.20499
1237662635840832855,20.82639,19.30537
1237662635840832868,21.591,19.59858
